"Gene","AGM.4.lfc","Cyno.4.lfc","AGM.7.lfc","Cyno.7.lfc","AGM.10.lfc","AGM.≥14/Term.lfc","Cyno.≥14/Term.lfc","AGM.4.padj","Cyno.4.padj","AGM.7.padj","Cyno.7.padj","AGM.10.padj","AGM.≥14/Term.padj","Cyno.≥14/Term.padj"
"ABHD16A",-0.0763696261501411,0.0742370964314184,-1.53501793666501e-05,0.162901785406671,-1.36998153628661e-05,0.36028336255751,-0.018626252898274,5.17305819987173e-06,0.757240157769324,5.17305819987173e-06,0.757240157769324,5.17305819987173e-06,5.17305819987173e-06,0.757240157769324
"ABHD17B",0.00048554289775059,-0.30585024789581,5.06737166382337e-06,-0.229676462289165,1.71034586330814e-06,-0.0502941159068733,-1.09737641020756,0.851920804724227,0.000962003938692931,0.851920804724227,0.000962003938692931,0.851920804724227,0.851920804724227,0.000962003938692931
"ABHD17C",-0.00775459229471605,-0.266866569854631,3.5416456924516e-07,-0.222951863990698,7.32176855470352e-08,0.0733974348892796,-0.639725267543899,0.793846162404244,0.142200964217784,0.793846162404244,0.142200964217784,0.793846162404244,0.793846162404244,0.142200964217784
"ABHD18",-0.0983826725862472,-0.303413341195735,-1.38877408192253e-07,-0.216189829328818,-6.91912109017017e-06,-0.198966072660112,-0.388150289037566,0.323317845038978,0.148209132574697,0.323317845038978,0.148209132574697,0.323317845038978,0.323317845038978,0.148209132574697
"ABHD2",-0.0104855820648759,-0.032800924421231,-2.6831878005286e-06,-0.0334790737389974,-9.73314562161551e-07,-0.0557495723215022,-0.139961445470691,0.827006685307909,0.953284437458505,0.827006685307909,0.953284437458505,0.827006685307909,0.827006685307909,0.953284437458505
"ABHD3",-0.0157338173918321,-0.0734281642375727,-2.07266712965241e-06,-0.100896702961032,-2.94010175454386e-06,0.0790724497661388,0.081513063464306,0.504264927408913,0.757085890113926,0.504264927408913,0.757085890113926,0.504264927408913,0.504264927408913,0.757085890113926
"ABHD4",0.00723990876593983,0.227563754488495,3.9336209745035e-07,0.338482904724512,-7.53836300830882e-07,-0.142766116382974,0.273806319645021,0.273188894270228,0.433704987970273,0.273188894270228,0.433704987970273,0.273188894270228,0.273188894270228,0.433704987970273
"ABHD5",-0.00647152831435821,-0.448956952955832,-2.20372082550542e-06,-0.213029282857666,-3.60795668575503e-06,-0.10532650814339,-0.636603572481463,0.892992635807063,0.15608917569134,0.892992635807063,0.15608917569134,0.892992635807063,0.892992635807063,0.15608917569134
"ABHD6",-0.0629435536695627,-0.0208295416179874,-4.34254503072221e-06,0.0718383218852356,-3.36691449151406e-06,0.0416376960079298,-0.156045707631752,0.272941634383432,0.723666155786035,0.272941634383432,0.723666155786035,0.272941634383432,0.272941634383432,0.723666155786035
"ABHD8",0.00925787191786272,0.211242967837396,4.23548551868271e-07,0.391557027410447,-2.46440655188317e-06,-0.120501965740099,0.623350689756202,0.759254143369746,0.0898159461166013,0.759254143369746,0.0898159461166013,0.759254143369746,0.759254143369746,0.0898159461166013
"ABI1",-0.146470583534776,-0.363205242408908,1.66242955350599e-06,-0.452125593138187,-2.49185625062575e-06,0.056170637457608,-0.843697695870866,0.196679066430531,0.00192026937808958,0.196679066430531,0.00192026937808958,0.196679066430531,0.196679066430531,0.00192026937808958
"ABI2",-0.00438047191387698,-0.183213077045913,3.62273708860941e-06,-0.354078128071934,4.9915476282095e-06,-0.0029677657966677,-0.146790070280425,0.902937104640742,0.419183779959646,0.902937104640742,0.419183779959646,0.902937104640742,0.902937104640742,0.419183779959646
"ABI3BP",-0.0123932287583393,-0.649830814231796,-3.91319279629816e-06,-0.529776406469937,-2.98786616151512e-06,-0.405551326139531,-0.517903608505766,0.425040354023937,0.0501018803792034,0.425040354023937,0.0501018803792034,0.425040354023937,0.425040354023937,0.0501018803792034
"ABITRAM",0.00194272931378121,-0.582874648646523,6.46827210299288e-07,-0.0563963649634288,-2.78633729021517e-07,-0.100013447849264,-0.338776415736932,0.471518991745822,0.189276568126501,0.471518991745822,0.189276568126501,0.471518991745822,0.471518991745822,0.189276568126501
"ABL1",-0.0328123627931451,0.0134544692373137,2.74766708064859e-06,-0.085326602361172,2.91559271770734e-07,0.0744229934201374,-0.11971950730233,0.564999570549932,0.860395790952896,0.564999570549932,0.860395790952896,0.564999570549932,0.564999570549932,0.860395790952896
"ABL2",-0.0204388529617419,-0.0687960969792575,9.17286850238947e-07,-0.0845703391298263,2.85154485255614e-07,0.0576948922311127,-0.237473960522906,0.794440550682632,0.782764874686225,0.794440550682632,0.782764874686225,0.794440550682632,0.794440550682632,0.782764874686225
"ABLIM1",0.00126643833399125,-0.070551502325958,1.09187269329016e-06,-0.308826387850759,1.69192819892867e-06,0.0547954758745918,-0.104899675101192,0.993820939435626,0.503115080855207,0.993820939435626,0.503115080855207,0.993820939435626,0.993820939435626,0.503115080855207
"ABLIM2",-0.00595387540683088,0.111788618629011,-3.31703479033329e-07,-0.006735795777245,-2.42617842677643e-07,-0.00583916407392222,0.292408561449538,0.995224431027504,0.626751510785544,0.995224431027504,0.626751510785544,0.995224431027504,0.995224431027504,0.626751510785544
"ABR",-0.00976682644515773,0.53634904526673,7.85382582401107e-07,0.777744353223124,6.74149883721258e-07,0.152130460027266,0.699906162314975,0.710461325113095,0.0104869976644169,0.710461325113095,0.0104869976644169,0.710461325113095,0.710461325113095,0.0104869976644169
"ABRA",0.0132414845299046,0.0783585676904699,3.14141252452956e-06,-0.44562124933317,3.83859982106036e-07,-0.0408662847359635,-0.329627701203061,0.584494597217456,0.113967854561856,0.584494597217456,0.113967854561856,0.584494597217456,0.584494597217456,0.113967854561856
"ABRAXAS1",0.00937100768486072,-0.598630812447442,2.97268107552738e-06,-0.210824241907767,-8.70485340062133e-06,-0.0197778910372518,-0.818205686543373,0.53426484548717,0.0223700782447634,0.53426484548717,0.0223700782447634,0.53426484548717,0.53426484548717,0.0223700782447634
"ABRAXAS2",-0.00242794913124739,-0.197859561263573,6.09027440443466e-06,-0.0720866030548266,-3.80754784809034e-06,-0.0833378574774819,-0.403409037546686,0.698842273640183,0.15647844308234,0.698842273640183,0.15647844308234,0.698842273640183,0.698842273640183,0.15647844308234
"ABT1",0.0921086028046908,-0.00320045612567034,5.4152424765706e-06,0.140695713732054,3.90881126489558e-06,0.101469548588284,0.553367069924988,0.460615669637273,0.204250296336208,0.460615669637273,0.204250296336208,0.460615669637273,0.460615669637273,0.204250296336208
"ABTB1",-0.00036093530386708,0.383826503863804,-2.8465271989242e-06,0.474383720377156,-1.30011664162007e-06,-0.0937347636084973,0.355214941470996,0.743504161250202,0.236983703535747,0.743504161250202,0.236983703535747,0.743504161250202,0.743504161250202,0.236983703535747
"ABTB3",-0.777749370730623,0.000158263716759415,1.57016190334092e-06,-0.18111434595468,3.55824775574601e-06,0.748737915682396,-0.00637711077785446,2.7862547219046e-08,0.711714859824462,2.7862547219046e-08,0.711714859824462,2.7862547219046e-08,2.7862547219046e-08,0.711714859824462
"ACA64",-0.000695217241129782,0.0551519197401144,1.76032598700088e-07,-0.074764602109347,-4.72253392927852e-07,0.0179554377053075,0.122348305261755,0.999994331261179,0.72743969899844,0.999994331261179,0.72743969899844,0.999994331261179,0.999994331261179,0.72743969899844
"ACAA1",0.00259081105874513,0.145897485057797,-5.11203645921521e-06,0.472466291141938,-3.05353530816482e-06,0.0715897826698678,0.24045733225354,0.826831744498346,0.280440864863242,0.826831744498346,0.280440864863242,0.826831744498346,0.826831744498346,0.280440864863242
"ACAA2",0.0310530454217981,-0.142193607118133,1.88864622384732e-06,-0.0642730008749946,-2.85411127956903e-06,0.0277087827959296,-0.0780833981400967,0.728872223156921,0.875024087717893,0.728872223156921,0.875024087717893,0.728872223156921,0.728872223156921,0.875024087717893
"ACACA",-0.00343326160384777,-0.000816404390030289,5.98530048757797e-06,-0.068781144483481,9.24158200598483e-06,-0.0761309258531255,-0.0782796439836376,0.284970341475082,0.947367467167834,0.284970341475082,0.947367467167834,0.284970341475082,0.284970341475082,0.947367467167834
"ACAD10",0.00106156193928937,0.067212283139093,-4.35118827751282e-06,0.0236332797689872,-2.58817269752178e-06,-0.245938247787855,0.126247891363338,0.600991758221125,0.954636364837723,0.600991758221125,0.954636364837723,0.600991758221125,0.600991758221125,0.954636364837723
