Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
sample049,0.0138426830467147,0,0.101208572757189,0.301626653464625,0.402979405402471,0,0.300649257862945,0,0.00121750376176144,0,1.06910959294102,0,0,0,0,0.0206164510137157,0,0.11527132598447,0.0633065668387499,0,0,0.302578153025533,0,0.858427849716111,0.575211259339132,2.69240616609919
sample050,0.0461783087948437,0,0.21657849428265,0.198648093684626,0.550749620476036,0,0.184033769338919,0,0.0234909268741173,0,0.933480002654926,0,0,0.0205283204269612,0.0879474328422545,0.0501635292792884,0,0.102632605961324,0.0174168852457074,0.0409944161766063,0,0.247920958094532,0,0.767498827740749,0.678229807083635,2.72076336413279
sample051,0.0278221464141316,0,0.177988813673704,0.0410076523050298,0.637959786396299,0.305370460828901,0.263596388137727,0,0,0,0.753710597306654,0,0,0.0372928696203504,0,0,0,0.0827057500777283,0.036807676970403,0,0,0.166406023251418,0,0.788766359708723,0.65617596990405,2.53066816498235
sample052,0.0400329823228711,0,0.21280335704876,0.346361500362309,0.443292033088831,0,0.11200576926225,0,0.00930689506904442,0,0.805216687634915,0,0.0856964544560862,0,0,0.0261204482661822,0,0.272666445960981,0,0,0,0.239810363718758,0,0.841887656295034,0.616919194296208,2.59331293719099
sample053,0.00357771716778932,0,0.181979263316696,0.351089615660689,0.230295261195122,0.0748353264938753,0.223838495674208,0.0331294175177976,0.0100017645392347,0,0.863276121329495,0,0.0904975508595602,0,0,0.0345162746211243,0,0.224675174105253,0.0432640952935297,0,0,0.047447306473081,0,0.849202868252626,0.596782767462114,2.41242338424746
sample054,0.0864601405750648,0,0.144698030680138,0.182718810678962,0.537711406104993,0,0.171307063772493,0,0.064325579731019,0,0.714638387585547,0,0.0274740052610231,0,0,0.0763833391535315,0,0.177053476785057,0.0520947893618413,0,0,0.63090031039623,0,0.849653077561288,0.623186975503465,2.8657653400859
sample055,0.0567722519777589,0.0183951884483231,0.0838452052558415,0.165426728242618,0.514175196286887,0.0194708881743257,0.191512659440344,0,0,0,0.855947484751154,0,0.00392429075501553,0,0,0.127278317926895,0,0.081011997474902,0,0.0990634466237888,0,0.478994933811399,0,0.773366467486451,0.676174053576714,2.69581858916925
sample056,0.0353444706275859,0,0.187022911921385,0.130966041565907,0.593051149080222,0,0.0948915794840783,0,0.0895840468395189,0,0.762659530325566,0,0.12314812034885,0,0,0,0.0049368887774721,0.191607809989339,0,0.0920164761471541,0,0.159350597900104,0,0.83851380226585,0.627272785294793,2.46457962300718
sample057,0.00408566330854955,0,0.0972984513190345,0.320880067315439,0.462670766559547,0,0.170378032266243,0.011396312064277,0.027366973798045,0,0.950605183340735,0,0.165317628795055,0,0,0.0165950682913707,0,0.199762548085004,0,0.00428815918335392,0,0.119022642283821,0,0.826354026436395,0.610512218453753,2.54966749661048
sample058,0.0619363445427472,0,0.111909061294478,0.15569167477581,0.598419389654695,0.0429266841075001,0.144178396104827,0,0.0374002802386863,0,0.920359090902189,0,0.1347512594322,0,0,0.0355757342704366,0,0.178359973336634,0,0.00241613621816969,0,0.271306386748052,0,0.815534893252777,0.634447356789523,2.69523041162643
sample059,0.14971999802438,0,0.155408955854167,0.0939383131748441,0.588127489139737,0,0.283647045896851,0,0.0804248910196799,0,0.429486152778374,0,0,0,0.00279182302843512,0,0,0.306383355941244,0,0.132968804993225,0.0117049988838457,0.036726724723342,0,0.825383045242087,0.660547047905935,2.27132855345813
sample094,0.0486165286115991,0.143306373413042,0.212510191765126,0.0476944944897256,0.91946736383089,0,0.195706703181849,0,0,0,0.363919813895633,0,0.00371049913550928,0.0138748523672176,0,0.0483361048695855,0,0.134303275481677,0.0202942751278019,0,0,0.312923826217404,0,0.774468219101751,0.688569820042287,2.46466430238706
sample095,0,0.265653234786943,0.455930097171868,0.0202319002649693,0.856959924344452,0,0.0872011208353266,0,0.0285082681273887,0,0.378130287519407,0,0.0327010623945368,0,0,0.0566042651780533,0,0.121889419772793,0.00754081786713354,0,0,0.203731441056739,0,0.836949831835305,0.63808853909203,2.51508183931961
sample096,0.154345076872347,0,0.203587700400479,0,0.600503758035697,0.299518330294105,0.19532643517771,0,0,0,0.310068906776668,0,0.0104300070011292,0.0186875962715066,0,0.0719166190870005,0,0.171822357498705,0.031301140372683,0,0,0.239446157897481,0,0.730200467337253,0.725771711585412,2.30695408568551
sample097,0.0923813330351817,0.0879651507193899,0.185040224436827,0,0.794173154973407,0.33053782522254,0.214230373513835,0,0,0,0.330122492660438,0,0.0138845495598399,0,0,0.0190576089067602,0,0.110887327053495,0.00752944069104335,0,0.01462463724424,0.0968105684531571,0,0.772505195228554,0.674672520641601,2.29724468647015
sample098,0.152354858373501,0.13983969650644,0.139004051787949,0.0024909752023585,0.845454687167343,0.00830717931586744,0.202415525893867,0,0.0438115113101922,0,0.399559400301075,0,0,0,0,0.0859812633240286,0,0.115910428893879,0.0173759139861417,0,0,0.17622413119797,0,0.792785485229488,0.67314608998378,2.32872962326061
sample099,0,0.186460252096657,0.257226218873102,0.0349801963280692,0.750532457141352,0.138939383592704,0.283696676900515,0,0,0,0.424542310371882,0,0.0178006767155622,0.0151997340827764,0,0.0152410857887595,0,0.152410840781654,0.00236849258610476,0,0,0.276134384980467,0,0.796846646194635,0.676183270867469,2.5555327102396
sample100,0,0.277362683007757,0.234795199371145,0.0105867111204682,0.858241663460146,0.0705288636694717,0.229832713711335,0,0,0,0.253562848694432,0,0,0,0,0.0577729734875332,0,0.143797387881746,0,0,0.0419921414145437,0.298154417925874,0,0.798014894238056,0.675652101859683,2.47662760374445
sample101,0.024537519413141,0.178718740257327,0.134472516498536,0.0299768737992207,0.744679732987215,0.24557374930959,0.183052988737802,0,0,0,0.377040804229285,0,0.0882816030887197,0.0246664179496086,0,0.075524347355668,0.00569036796864243,0.164237862919526,0,0.0210184567275157,0,0.344606089382006,0,0.780086976078669,0.690171322813058,2.6420780706238
sample102,0.0442066279490355,0.136378277832075,0.25635923083451,0.00760954777144993,1.03305141768401,0.0238901902740797,0.183125269233889,0,0,0,0.278030697448539,0,0,0,0,0.0434305203529037,0,0.157836095613691,0.00369904198492692,0,0,0.299585213053286,0,0.771196664622192,0.686095748687756,2.46720213003239
sample103,0.0238253962053329,0.219963012699894,0.233619506426707,0,0.876875190896134,0.1420850931547,0.140172056925305,0,0,0,0.453678199154007,0,0.0145586251992278,0.00606156985240147,0,0.030548855446055,0,0.134214389646923,0.0140529849903378,0,0,0.139369537018166,0,0.799682271779141,0.660523289125457,2.42902441761519
sample109,0,0.227249843000988,0.163522639788647,0,0.68577153115828,0.30476168405263,0.195214148461291,0,0,0,0.494909108139077,0,0.087891190664829,0,0,0.0181071401421954,0,0.252296298477262,0.0421201127374457,0,0,0.126809018006611,0,0.759278258093963,0.702111776774441,2.59865271462926
sample110,0.0939425419374231,0.0385663158371693,0.221156271700336,0.0291314255468378,0.835635807987267,0.0463953943959011,0.15777804350465,0,0.0793666142236913,0,0.367714948199243,0,0.0949813413607437,0,0.00730625911228452,0.0482788911273588,0,0.36099217995815,0,0.00386281350627531,0,0.268375689377715,0,0.739848794912393,0.721303255491201,2.65348453777505
sample112,0.0273138252446988,0.117950713560816,0.214703363567615,0.00887049819123743,0.651580359561167,0.141853709074216,0,0,0,0,0.368600472441519,0,0.204282399847445,0,0,0.0730119830194922,0,0.426534807946434,0,0.0108782018464675,0,0.468729917766528,0,0.757753850243989,0.712830507145838,2.71431025206764
sample113,0.112489474280795,0.0462206462263873,0.106470856017259,0,0.739904682496429,0.266537128223775,0.129652720940968,0,0,0,0.501380604209413,0,0.0347559575486652,0,0,0.0934484264166244,0,0.460607170867533,0,0,0.0239783605308159,0.253742695483939,0,0.72169102295721,0.729940980091247,2.76918872324261
sample114,0.00180518316410156,0.0746835110538737,0.263308818571775,0.00996702388211754,0.759392273558848,0,0.0171479127529661,0,0.00739001564410114,0,0.382292707892337,0,0.182026515694405,0,0.0452487821278779,0.0383367292105698,0,0.284767634976268,0.0343703670412411,0,0,0.435383710578541,0,0.779825265309342,0.696691826835531,2.53612118614902
sample116,0.312875962968616,0,0.260242670067707,0,0.984613735026438,0,0.14557136863017,0,0.0486370480030201,0,0.336680121050769,0,0.0363913414361056,0,0,0.0248549165157612,0,0.297453573370846,0,0.0140226681491834,0,0.466731466591984,0,0.736283174137016,0.71797251408619,2.9280748718106
sample117,0.00752501233589182,0.0493940617557564,0.249550366441594,0,1.10363850717173,0.104840045705947,0.189739768050274,0,0,0,0.473487602585351,0,0.0799083309059609,0,0,0.00111848644391432,0,0.30289861076239,0.00617868321323296,0.00878936483938828,0.00227216290101744,0.195939831102763,0,0.779389327261497,0.679823547540724,2.77528083421521
sample118,0.0463425909633256,0,0.209517158922386,0,0.961056459835353,0,0.0211776116246201,0,0.132991958936115,0,0.384707155301715,0,0.0904557978128617,0,0,0.0738009822009477,0,0.308818144129232,0.0953137058519111,0,0,0.183570836613992,0,0.78375286219916,0.686336043492302,2.50775240219246
sample121,0.280830350796642,0,0.118774064874149,0,0.957169869688607,0.319481716021451,0.133333367663385,0,0.0483836927203427,0,0.427176264499744,0,0.0453560919173954,0,0,0.0210504695080855,0,0.215313439010331,0.00124923648738429,0,0,0.307750965625916,0,0.74747039965422,0.697921190052282,2.87586952881343
sample123,0.00767091955878166,0.000813645754587835,0.12310715814059,0,1.11599461885896,0.486281270878648,0.228131077999699,0,0,0,0.293167636320495,0,0.0196714691163427,0,0,0.0308285203732877,0,0.195616589616967,0.0401899178638812,0,0.0200794138982236,0.142009904363262,0,0.783851443422168,0.652743203849632,2.70356214274372
sample124,0.0162277912998932,0.0682204731273161,0.491926881468151,0.0554644573155346,0.439502196690575,0.0823591749342716,0.181778677062647,0,0.0153782491543113,0.0164534235407431,0.402287818749376,0,0.340031915104016,0,0,0.0480462654695049,0,0.240194795138182,0,0.0253555158712665,0.00921676519781192,0.72351696203592,0,0.773295121393177,0.699353106846415,3.15596136215952
sample126,0,0.114599516816874,0.452706351445184,0,0.698804232403275,0,0.0560039343559181,0,0.148343656146392,0.0495937550616959,0.248626200936699,0,0.156944089405294,0.0541405174667457,0,0.0411213089829857,0,0.294066165399534,0,0.0165818018172045,0.0427637373988472,0.28583015839336,0,0.815654392226381,0.680545395010339,2.66012542603001
sample127,0.114109584172267,0,0.120078755024869,0,0.721336470288793,0,0.226513804825276,0,0.110443520251082,0,0.428365369224068,0,0.241362713421454,0,0,0.00515502205969711,0,0.3812213403868,0.065506434861494,0,0.0174524250339517,0.188240387833143,0,0.649252711422588,0.784413265767031,2.61978582738289
sample128,0.0677006802536652,0,0.27657768726972,0,0.608959423594286,0,0.0629167508824279,0,0.0797054403188432,0,0.458909830962218,0,0.400483556312962,0.150368708988452,0,0.0882197113098638,0,0.327017561057587,0,0.0197639179893073,0.0212586937314176,0.364135223715523,0,0.819754586439534,0.68593081612147,2.92601718638627
sample129,0.0924331304002858,0.0160568228485183,0.173686685817377,0,0.55995179714285,0,0.0960162345464363,0,0.0438697838556875,0.0542074707237086,0.174181951854851,0,0.0223424236929748,0.129038511802738,0,0.226353527992392,0,0.356989148209865,0.06857230391132,0,0.0626968678238761,0.557370573975963,0,0.752341950819525,0.722951180667283,2.63376723459884
sample133,0.0113540962998151,0.111033862422495,0.263949643269308,0,0.748327330635737,0.353688770883122,0.276384991974001,0,0,0,0.47496757870877,0,0,0,0,0.0141475858503701,0,0.120359306376916,0,0,0.0237838844941767,0.175553757463745,0,0.743160058634214,0.70376228088857,2.57355080837846
sample134,0.0126894294813953,0.186863001922856,0.104052668874349,0,0.819787417306532,0.294683037238669,0.231847542191958,0,0,0,0.43145004361852,0,0,0,0,0.0542633557349514,0,0.179752215506787,0,0.0117254688591037,0.0338649975021234,0.295962400155788,0,0.709109340694376,0.731787386379251,2.65694157839303
sample135,0.18611059591074,0.0213494286537371,0.14146690846636,0,0.789584190747849,0.36022031534057,0.19110263502896,0,0,0.0518693209736839,0.422677093125311,0,0,0,0,0.0310316028734804,0,0.10476358842604,0,0.00966430669284134,0.00627673228285051,0.455036724724838,0,0.715327200913493,0.722754089308918,2.77115344324726
sample136,0.0618676674737955,0.0999904515126403,0.0621051190761761,0,0.924286782480759,0.487072385560691,0.229039537744855,0,0,0,0.367043653268376,0,0,0,0,0.0114144726368404,0,0.129084247836625,0,0,0.0237552730895899,0.312815382072418,0,0.698420045998678,0.72799374668172,2.70847497275277
sample137,0.0987724126729755,0.0487852361090613,0.0690990300886807,0,0.82688296147412,0.367443338778865,0.225516381296403,0,0,0,0.506180243613233,0,0.0124127826631654,0,0,0.0125996285942358,0.0180693906979133,0.112272242543039,0.0143770474079963,0,0,0.11738276271843,0,0.711431130451997,0.717068280001235,2.42979345865812
sample143,0.202973222930662,0.0563066480048647,0.208395157420361,0.00370104977439044,0.71300154209416,0.239553807864693,0.138915505635073,0,0,0,0.487608218685148,0,0.0291236897017687,0,0,0.0609830631503316,0.000115255173303254,0.229663896347554,0,0.027922392819628,0,0.31091138665806,0,0.749639353038366,0.710587204362568,2.70917483626
