"Gene","lfc","padj","Significant","Regulation","Species","Daterange"
"GNL1",0.172703811132919,0.129306088649226,FALSE,"None","Cyno","7"
"GNL2",0.0129228374041819,0.874195494148335,FALSE,"None","Cyno","7"
"GNL3",-0.130054667749655,0.85266158389864,FALSE,"None","Cyno","7"
"GNMT",0.14698343731653,0.274796256178264,FALSE,"None","Cyno","7"
"GNPAT",-0.210836669273064,0.0573410164578778,FALSE,"None","Cyno","7"
"GNPDA1",-0.00734825128904076,0.34540239605641,FALSE,"None","Cyno","7"
"GNPDA2",-0.94283848145611,0.000141000963528416,FALSE,"None","Cyno","7"
"GNPNAT1",-0.650914928799369,0.000283166095100209,FALSE,"None","Cyno","7"
"GNPTAB",-0.0980443677495096,0.0206888936340322,FALSE,"None","Cyno","7"
"GNPTG",0.280699733573289,0.493438973670132,FALSE,"None","Cyno","7"
"GNRH1",-0.16040934126899,0.559551801572108,FALSE,"None","Cyno","7"
"GNRH2",0.0816879805187837,0.606309827047577,FALSE,"None","Cyno","7"
"GNS",0.0634097545058601,0.68759456896197,FALSE,"None","Cyno","7"
"GOLGA1",-0.0519361811618256,0.58002828457339,FALSE,"None","Cyno","7"
"GOLGA2",0.338049371586531,0.216015527353662,FALSE,"None","Cyno","7"
"GOLGA3",0.311659127429179,0.178299850086724,FALSE,"None","Cyno","7"
"GOLGA4",-0.371647560968815,0.0154068009589303,FALSE,"None","Cyno","7"
"GOLGA5",-0.209227669344723,0.0221526437751204,FALSE,"None","Cyno","7"
"GOLGA7B",-0.0733284422045251,0.264317359192539,FALSE,"None","Cyno","7"
"GOLGB1",-0.0416204516755411,0.143728253350144,FALSE,"None","Cyno","7"
"GOLIM4",-0.119360193070363,0.535050391704298,FALSE,"None","Cyno","7"
"GOLM1",-0.063251248353813,0.620292639953335,FALSE,"None","Cyno","7"
"GOLM2",-0.257584332242844,0.151275810462505,FALSE,"None","Cyno","7"
"GOLPH3",-0.455731160649175,0.00456417778704254,FALSE,"None","Cyno","7"
"GOLPH3L",-0.335485540879863,0.076045474394669,FALSE,"None","Cyno","7"
"GOLT1B",-0.464964358206244,0.214282710420353,FALSE,"None","Cyno","7"
"GON4L",0.00105874687748643,0.44686254541239,FALSE,"None","Cyno","7"
"GON7",-0.220876400688859,0.16421182541895,FALSE,"None","Cyno","7"
"GOPC",-0.742565342466123,0.000417812689895369,FALSE,"None","Cyno","7"
"GORAB",-0.244354980524894,0.123955085404078,FALSE,"None","Cyno","7"
"GORASP1",0.381856977893239,0.0423226244747012,FALSE,"None","Cyno","7"
"GORASP2",-0.0622162572928715,0.416863539425156,FALSE,"None","Cyno","7"
"GOSR1",-0.45120424881118,0.000778600749995477,FALSE,"None","Cyno","7"
"GOSR2",0.0961605806608567,0.633329625278125,FALSE,"None","Cyno","7"
"GOT1",-0.25576494129286,0.314615040529213,FALSE,"None","Cyno","7"
"GOT1L1",-0.0171318239098762,0.425802451286769,FALSE,"None","Cyno","7"
"GOT2",-0.0228647253298351,0.451632239617564,FALSE,"None","Cyno","7"
"GP6",0.396263274646274,0.176791798453563,FALSE,"None","Cyno","7"
"GPAA1",0.303517228294162,0.00410570510212064,FALSE,"None","Cyno","7"
"GPALPP1",-0.197443319855511,0.0887151478851327,FALSE,"None","Cyno","7"
"GPAM",-0.163608562987898,0.670691953138283,FALSE,"None","Cyno","7"
"GPANK1",0.204043734114779,0.0019505317996696,FALSE,"None","Cyno","7"
"GPAT2",1.14068339765243,0.0351635286544759,FALSE,"None","Cyno","7"
"GPAT3",-0.100453074004327,0.0691701882211929,FALSE,"None","Cyno","7"
"GPAT4",0.0648171908606572,0.590061441619044,FALSE,"None","Cyno","7"
"GPATCH1",0.0117528628336114,0.73384093912341,FALSE,"None","Cyno","7"
"GPATCH11",-0.206004218002827,0.241368960417963,FALSE,"None","Cyno","7"
"GPATCH2",-0.685081122256654,0.0948370215220085,FALSE,"None","Cyno","7"
"GPATCH2L",-0.160530679294735,0.00886333409015334,FALSE,"None","Cyno","7"
"GPATCH3",0.47799921040546,0.113840759745071,FALSE,"None","Cyno","7"
"GPATCH4",0.00912501923538189,0.489440628180968,FALSE,"None","Cyno","7"
"GPATCH8",-0.106113761528548,0.714763744936602,FALSE,"None","Cyno","7"
"GPBP1",-0.235491043920445,0.103978472107214,FALSE,"None","Cyno","7"
"GPBP1L1",-0.0580590816069036,0.0364067829475159,FALSE,"None","Cyno","7"
"GPC1",0.141562099175156,0.348823120330773,FALSE,"None","Cyno","7"
"GPC2",-0.00457174375725232,0.289704406230731,FALSE,"None","Cyno","7"
"GPC3",-0.0473134229334889,0.8804150131743,FALSE,"None","Cyno","7"
"GPC4",0.00725987640234174,0.571139695555246,FALSE,"None","Cyno","7"
"GPC5",-0.378150291039012,0.188840609005388,FALSE,"None","Cyno","7"
"GPC6",-0.252790410858744,0.546076523674112,FALSE,"None","Cyno","7"
"GPCPD1",0.0041569606263941,0.306639287790932,FALSE,"None","Cyno","7"
"GPD1",0.274483693280431,0.45294752594682,FALSE,"None","Cyno","7"
"GPD1L",-0.0983048969705574,0.278883195729216,FALSE,"None","Cyno","7"
"GPD2",-0.402129706184039,0.0100358274626726,FALSE,"None","Cyno","7"
"GPER1",-0.012200372361462,0.110466277067777,FALSE,"None","Cyno","7"
"GPHA2",0.0418795518437418,0.432906860554673,FALSE,"None","Cyno","7"
"GPHN",-0.882606565121051,0.0462968808044613,FALSE,"None","Cyno","7"
"GPI",0.294911257073676,0.279255484551467,FALSE,"None","Cyno","7"
"GPKOW",0.214480018408228,0.0679318712166978,FALSE,"None","Cyno","7"
"GPLD1",-0.111878301777241,0.912860252077586,FALSE,"None","Cyno","7"
"GPM6A",-0.0450180840081398,0.358735682839684,FALSE,"None","Cyno","7"
"GPM6B",-0.357550796206417,0.0354070140625901,FALSE,"None","Cyno","7"
"GPN1",-0.185407402599506,0.207554131056466,FALSE,"None","Cyno","7"
"GPN2",0.128107394359261,0.612148409020586,FALSE,"None","Cyno","7"
"GPN3",-0.00387838466531261,0.307486070915297,FALSE,"None","Cyno","7"
"GPNMB",0.0188287098894139,0.706405198722979,FALSE,"None","Cyno","7"
"GPR107",0.0599678056163487,0.559937798775005,FALSE,"None","Cyno","7"
"GPR108",0.508603663202614,0.0963441522099191,FALSE,"None","Cyno","7"
"GPR137",0.5111846666714,0.000235813423419301,FALSE,"None","Cyno","7"
"GPR137B",-0.20249884366373,9.84276066177067e-05,FALSE,"None","Cyno","7"
"GPR137C",-0.177445682641624,0.336070161058035,FALSE,"None","Cyno","7"
"GPR141",-0.036145195375753,0.0834878157277511,FALSE,"None","Cyno","7"
"GPR143",0.0155781737140459,0.963226362199064,FALSE,"None","Cyno","7"
"GPR146",0.25606157242572,0.360605782978858,FALSE,"None","Cyno","7"
"GPR15",0.218307186431748,0.408921479013334,FALSE,"None","Cyno","7"
"GPR151",-0.0165548223033551,0.954869011610204,FALSE,"None","Cyno","7"
"GPR153",0.733390868147054,0.000300100987161956,FALSE,"None","Cyno","7"
"GPR155",-0.015127264261801,0.971288909126541,FALSE,"None","Cyno","7"
"GPR156",-0.608849323241306,0.00214135734614107,FALSE,"None","Cyno","7"
"GPR157",0.689688313492715,0.0149042139905668,FALSE,"None","Cyno","7"
"GPR158",-0.322786945260979,0.451999116435665,FALSE,"None","Cyno","7"
"GPR15LG",-0.0227866771891621,0.111464519025891,FALSE,"None","Cyno","7"
"GPR160",0.0101270225519882,0.914781621934159,FALSE,"None","Cyno","7"
"GPR161",0.0698037671037006,0.12885755336087,FALSE,"None","Cyno","7"
"GPR162",0.232680622465312,0.11436630641034,FALSE,"None","Cyno","7"
"GPR17",-0.0217114967563561,0.962847598500618,FALSE,"None","Cyno","7"
"GPR171",-0.433127121241994,0.0786349792942415,FALSE,"None","Cyno","7"
"GPR174",-0.66721886316912,0.0277765392188001,FALSE,"None","Cyno","7"
"GPR176",-0.184074410231119,0.515317559487354,FALSE,"None","Cyno","7"
"GPR18",-0.475233549117223,0.0349671325500603,FALSE,"None","Cyno","7"
"GPR180",-0.806969849118386,0.00131948843157217,FALSE,"None","Cyno","7"
"GPR182",-0.0244120829941252,0.253252673158586,FALSE,"None","Cyno","7"
"GPR183",-0.279853980761173,0.16577424886443,FALSE,"None","Cyno","7"
"GPR19",-0.000668301877745227,0.432150303883491,FALSE,"None","Cyno","7"
"GPR22",-1.09280227297822,0.00561049659833728,FALSE,"None","Cyno","7"
"GPR27",0.132060394697639,0.181923118767619,FALSE,"None","Cyno","7"
"GPR3",0.0842342868017385,0.175384529124386,FALSE,"None","Cyno","7"
"GPR33",0.139545029543985,0.324100876443706,FALSE,"None","Cyno","7"
"GPR34",-0.0421446819383722,0.322086225931428,FALSE,"None","Cyno","7"
"GPR37L1",-0.034770901572148,0.140403352867386,FALSE,"None","Cyno","7"
"GPR55",0.0181773726268761,0.555264234447534,FALSE,"None","Cyno","7"
"GPR63",-0.367728451799131,0.268731107089869,FALSE,"None","Cyno","7"
"GPR65",-0.157499211327229,0.0384886796714852,FALSE,"None","Cyno","7"
"GPR68",0.216288184122589,0.083190381591998,FALSE,"None","Cyno","7"
"GPR75",0.0301212598453093,0.651010258492646,FALSE,"None","Cyno","7"
"GPR82",-0.244254635830915,0.0585993523401714,FALSE,"None","Cyno","7"
"GPR84",0.286902601867264,0.0904623650571218,FALSE,"None","Cyno","7"
"GPRASP2",-0.499497197572255,0.058803116680273,FALSE,"None","Cyno","7"
"GPRASP3",-0.0948384804359482,0.923186426343499,FALSE,"None","Cyno","7"
"GPRC5A",0.0191683794507306,0.0222363652077294,FALSE,"None","Cyno","7"
"GPRC5B",-0.191657985125136,0.373166994976665,FALSE,"None","Cyno","7"
"GPRC5C",0.00479331538904666,0.984198708221322,FALSE,"None","Cyno","7"
"GPRC5D",0.0697391342882796,0.825465312546866,FALSE,"None","Cyno","7"
"GPRIN2",0.0183936749069814,0.967752164343423,FALSE,"None","Cyno","7"
"GPRIN3",-0.26307409367971,0.0266375713821717,FALSE,"None","Cyno","7"
"GPS1",0.683311865945233,0.0347847471285046,FALSE,"None","Cyno","7"
"GPS2",0.663623412788702,0.000186671617543254,FALSE,"None","Cyno","7"
"GPSM1",0.462118169826778,0.000614976987033118,FALSE,"None","Cyno","7"
"GPSM2",0.0219335327576538,0.96931656546673,FALSE,"None","Cyno","7"
"GPSM3",0.624267301874029,0.00243889381948778,FALSE,"None","Cyno","7"
"GPT",0.124623554528594,0.432689197470235,FALSE,"None","Cyno","7"
"GPT2",0.104032058958238,0.854085921985884,FALSE,"None","Cyno","7"
"GPX1",0.0438421297245271,0.551728783816856,FALSE,"None","Cyno","7"
"GPX2",0.0547414635239365,0.985169868493603,FALSE,"None","Cyno","7"
"GPX4",0.247421526376074,0.226274666420918,FALSE,"None","Cyno","7"
"GPX7",0.0439214322118778,0.660585947900394,FALSE,"None","Cyno","7"
"GRAMD1A",0.54279425385034,0.0362524277638603,FALSE,"None","Cyno","7"
"GRAMD1B",-0.0250823545099881,0.656463274069449,FALSE,"None","Cyno","7"
"GRAMD1C",-0.0247055631388884,0.191270915677707,FALSE,"None","Cyno","7"
"GRAMD2A",0.0631850780652306,0.709620643899714,FALSE,"None","Cyno","7"
"GRAMD2B",-0.149323548183779,0.820809669046808,FALSE,"None","Cyno","7"
"GRAMD4",0.538370337480922,0.0310332705365324,FALSE,"None","Cyno","7"
"GRAP",0.123396756716106,0.00805639220750892,FALSE,"None","Cyno","7"
"GRAP2",-0.174577943842118,0.763997561916877,FALSE,"None","Cyno","7"
"GRB10",0.0317700813351607,0.967843665407142,FALSE,"None","Cyno","7"
"GRB14",-0.00792192564128788,0.815639764050067,FALSE,"None","Cyno","7"
"GRB2",0.083933025688086,0.75384393803678,FALSE,"None","Cyno","7"
"GRB7",0.655041598896311,0.100682009092497,FALSE,"None","Cyno","7"
"GREB1L",-0.0756394374041881,0.175103093911924,FALSE,"None","Cyno","7"
"GREM1",0.0581973767137189,0.835237294561999,FALSE,"None","Cyno","7"
"GREM2",0.13326943828863,0.341652546660067,FALSE,"None","Cyno","7"
"GRHL1",0.021567593792556,0.784900962984313,FALSE,"None","Cyno","7"
"GRHL2",-0.00306971990057839,0.893682304382575,FALSE,"None","Cyno","7"
"GRHL3",0.138903043300388,0.582194215520436,FALSE,"None","Cyno","7"
"GRHPR",0.409115043856646,0.131966453478263,FALSE,"None","Cyno","7"
"GRIA1",-0.197734424324533,0.20212969816849,FALSE,"None","Cyno","7"
"GRIA2",-0.0480556114503735,0.714142263457877,FALSE,"None","Cyno","7"
"GRIA3",0.0335216851464541,0.327862643367543,FALSE,"None","Cyno","7"
"GRIA4",-0.0167739307490746,0.839556300345976,FALSE,"None","Cyno","7"
"GRID1",-0.0771887001176894,0.679350740741228,FALSE,"None","Cyno","7"
"GRID2",-0.203868356077658,0.628703179228779,FALSE,"None","Cyno","7"
"GRIK1",-0.282077865016513,0.545617955560976,FALSE,"None","Cyno","7"
"GRIK2",-0.0680271615586509,0.482183653881619,FALSE,"None","Cyno","7"
"GRIK3",0.179529506904716,0.321284188321598,FALSE,"None","Cyno","7"
"GRIK4",0.107966573649791,0.695356613667575,FALSE,"None","Cyno","7"
"GRIK5",0.101854884460494,0.820511593903324,FALSE,"None","Cyno","7"
"GRIN1",0.41535345082086,0.138001678624701,FALSE,"None","Cyno","7"
"GRIN2A",-0.0496323852074913,0.284660060955577,FALSE,"None","Cyno","7"
"GRIN2B",-0.642794907885062,0.241069286328023,FALSE,"None","Cyno","7"
"GRIN2C",0.251594892211238,0.237256874777208,FALSE,"None","Cyno","7"
"GRIN2D",0.0443485450887162,0.720501593626613,FALSE,"None","Cyno","7"
"GRIN3A",-0.00814670670651587,0.249859991772284,FALSE,"None","Cyno","7"
"GRINA",0.319232929715988,0.130779567440362,FALSE,"None","Cyno","7"
"GRIP1",-0.218496401325985,0.577626694318461,FALSE,"None","Cyno","7"
"GRIP2",0.0530771153925534,0.59567414416311,FALSE,"None","Cyno","7"
"GRIPAP1",0.230025047823641,0.273461451733259,FALSE,"None","Cyno","7"
"GRK2",0.691450801391783,0.0763837658978151,FALSE,"None","Cyno","7"
"GRK3",0.0434353988622091,0.543632230737677,FALSE,"None","Cyno","7"
"GRK4",-0.0312672874325927,0.93812501887525,FALSE,"None","Cyno","7"
"GRK5",0.0206628900915456,0.659936399363479,FALSE,"None","Cyno","7"
"GRK6",0.425866090797829,0.0503199067178452,FALSE,"None","Cyno","7"
"GRK7",0.0460480682384938,0.497271424996132,FALSE,"None","Cyno","7"
"GRM2",0.102762605126478,0.353902504104571,FALSE,"None","Cyno","7"
"GRM3",-0.0148327743079986,0.514505636962632,FALSE,"None","Cyno","7"
"GRM4",-0.0668433882363882,0.148989960543166,FALSE,"None","Cyno","7"
"GRM5",-0.171661102108302,0.180892816210396,FALSE,"None","Cyno","7"
"GRM7",-0.368429945719159,0.285490695941627,FALSE,"None","Cyno","7"
"GRM8",-0.0517879031261318,0.741011034190338,FALSE,"None","Cyno","7"
"GRN",0.682058784302692,0.0331020715118026,FALSE,"None","Cyno","7"
"GRP",0.0441913743058482,0.827353834099728,FALSE,"None","Cyno","7"
"GRPEL1",-0.0375916916617611,0.667764285073011,FALSE,"None","Cyno","7"
"GRPEL2",-0.440398842911127,0.00924923926300327,FALSE,"None","Cyno","7"
"GRPR",0.0837218355002849,0.617577923381374,FALSE,"None","Cyno","7"
"GRSF1",-0.0199358964042512,0.77857009159808,FALSE,"None","Cyno","7"
"GRTP1",0.0280786545447943,0.350838227998918,FALSE,"None","Cyno","7"
"GRWD1",0.349212154072882,0.0356649603094224,FALSE,"None","Cyno","7"
"GRXCR1",-0.169506482245813,0.325618284661951,FALSE,"None","Cyno","7"
"GSAP",-0.155906370143756,0.000828036034523237,FALSE,"None","Cyno","7"
"GSDMA",0.0359216861936094,0.935516480793622,FALSE,"None","Cyno","7"
"GSDMC",-0.0703193047519957,0.673682162308804,FALSE,"None","Cyno","7"
"GSDMD",0.239469228357515,0.545062734054539,FALSE,"None","Cyno","7"
"GSDME",-0.0211495332525185,0.49175197941197,FALSE,"None","Cyno","7"
"GSE1",0.245313681259234,0.0494719743210142,FALSE,"None","Cyno","7"
"GSG1L",0.0363648697192901,0.741961964301179,FALSE,"None","Cyno","7"
"GSK3A",0.428901877266721,0.0816289642036645,FALSE,"None","Cyno","7"
"GSK3B",-0.568473253232977,0.000130114324115965,FALSE,"None","Cyno","7"
"GSKIP",-0.219960058246903,0.276929387088446,FALSE,"None","Cyno","7"
"GSN",0.311634606393476,0.491784955966696,FALSE,"None","Cyno","7"
"GSPT1",0.144253675347231,0.549798089145911,FALSE,"None","Cyno","7"
"GSPT2",-0.0374617665317883,0.395488925108799,FALSE,"None","Cyno","7"
"GSR",0.021943997187111,0.876123040868476,FALSE,"None","Cyno","7"
"GSS",0.0106902660258132,0.510942150956576,FALSE,"None","Cyno","7"
"GSTCD",-0.305726734528868,0.218193479571168,FALSE,"None","Cyno","7"
"GSTM3",0.0531892237406172,0.674021468857654,FALSE,"None","Cyno","7"
"GSTM5",0.0843216216136403,0.556473401213967,FALSE,"None","Cyno","7"
"GSTO1",-0.0885689061480413,0.293678667027046,FALSE,"None","Cyno","7"
"GSTO2",0.100225174304119,0.871227642515056,FALSE,"None","Cyno","7"
"GSTP1",0.568647704577178,0.176753696712404,FALSE,"None","Cyno","7"
"GSTS1",-0.556691626331921,0.163188794656585,FALSE,"None","Cyno","7"
"GSTZ1",-0.0542330927681167,0.571139695555246,FALSE,"None","Cyno","7"
"GTDC1",-0.357002612313892,0.00317880923793676,FALSE,"None","Cyno","7"
"GTF2A1L",-0.126756074884757,0.643742627317532,FALSE,"None","Cyno","7"
"GTF2B",-0.265081892735738,0.000307961090785769,FALSE,"None","Cyno","7"
"GTF2E1",-0.113750307063866,0.094972489992478,FALSE,"None","Cyno","7"
"GTF2E2",-0.349891649306007,0.0571260191982569,FALSE,"None","Cyno","7"
"GTF2F1",0.555935013471446,0.000448569701467147,FALSE,"None","Cyno","7"
"GTF2F2",-0.512624990013939,0.0713065473430626,FALSE,"None","Cyno","7"
"GTF2H1",-0.214605483858624,0.000141000963528416,FALSE,"None","Cyno","7"
"GTF2H3",0.0133007280694315,0.931784778536775,FALSE,"None","Cyno","7"
"GTF2H4",0.26836839680018,0.0909064893029936,FALSE,"None","Cyno","7"
"GTF2H5",-0.184605779283853,0.297368699312347,FALSE,"None","Cyno","7"
"GTF2I",-0.193719953579323,0.560830901655958,FALSE,"None","Cyno","7"
"GTF2IRD1",0.141048720053361,0.0971658899426239,FALSE,"None","Cyno","7"
"GTF3A",-0.350066229206129,0.147816591478263,FALSE,"None","Cyno","7"
"GTF3C1",0.282347683111584,0.0325999704588017,FALSE,"None","Cyno","7"
"GTF3C2",0.289679325804498,0.110808133390221,FALSE,"None","Cyno","7"
"GTF3C3",-0.424137453841737,0.000405215607724641,FALSE,"None","Cyno","7"
"GTF3C4",0.0329903784984625,0.576547915067886,FALSE,"None","Cyno","7"
"GTF3C5",0.21416445477524,0.0324278106715144,FALSE,"None","Cyno","7"
"GTF3C6",-0.0544292581771959,0.356564188863203,FALSE,"None","Cyno","7"
"GTPBP1",0.264360512830919,0.331849294589993,FALSE,"None","Cyno","7"
"GTPBP10",-0.418479090161047,0.0867985847388402,FALSE,"None","Cyno","7"
"GTPBP2",0.408985780636414,0.130894540598353,FALSE,"None","Cyno","7"
"GTPBP3",0.622882400908866,0.00546523377080872,FALSE,"None","Cyno","7"
"GTPBP4",-0.0385796262190255,0.431067264740281,FALSE,"None","Cyno","7"
"GTPBP6",0.172597126939974,0.374666294739744,FALSE,"None","Cyno","7"
"GTPBP8",-0.527858867619143,0.00203154409815647,FALSE,"None","Cyno","7"
"GTSE1",0.278992398252988,0.0215615056277477,FALSE,"None","Cyno","7"
"GTSF1",0.0296249584290846,0.821783635655193,FALSE,"None","Cyno","7"
"GUCA1B",0.00938045735290667,0.783867568645133,FALSE,"None","Cyno","7"
"GUCA1C",-0.00125317115889006,0.98965193175733,FALSE,"None","Cyno","7"
"GUCD1",0.71136610831076,0.0117325831949711,FALSE,"None","Cyno","7"
"GUCY1A1",-0.073043898531674,0.35888259624865,FALSE,"None","Cyno","7"
"GUCY1A2",-0.0377739911985378,0.415957090936145,FALSE,"None","Cyno","7"
"GUCY1B1",0.0227178169832114,0.613142076767052,FALSE,"None","Cyno","7"
"GUCY2C",-0.0611484871692557,0.647379810400495,FALSE,"None","Cyno","7"
"GUCY2D",0.0090887034509224,0.332464660568741,FALSE,"None","Cyno","7"
"GUCY2F",-0.0036671142105614,0.244511736075761,FALSE,"None","Cyno","7"
"GUF1",-0.740163364407977,0.00105866573812435,FALSE,"None","Cyno","7"
"GUK1",0.409457946827019,0.334872234333811,FALSE,"None","Cyno","7"
"GULP1",-0.103531694519759,0.593384373432769,FALSE,"None","Cyno","7"
"GUSB",0.0647188088256294,0.292902805622993,FALSE,"None","Cyno","7"
"GXYLT1",-0.668464019100083,0.000695161740470852,FALSE,"None","Cyno","7"
"GXYLT2",0.127026688510993,0.175741999836193,FALSE,"None","Cyno","7"
"GYG1",-0.0368843615896942,0.208009058844569,FALSE,"None","Cyno","7"
"GYG2",0.0202844665099039,0.103526029454283,FALSE,"None","Cyno","7"
"GYS2",0.0659864123302583,0.322086225931428,FALSE,"None","Cyno","7"
"GZF1",0.0935981044905397,0.155203191223748,FALSE,"None","Cyno","7"
"GZMA",0.0639802133751184,0.0423226244747012,FALSE,"None","Cyno","7"
"GzmB",0.164898822561445,0.682062911546104,FALSE,"None","Cyno","7"
"GZMK",0.105415080385746,0.0597080670145362,FALSE,"None","Cyno","7"
"GZMM",0.193194556689298,0.302832535163447,FALSE,"None","Cyno","7"
"H1-1",0.0977022332406365,0.717684759470201,FALSE,"None","Cyno","7"
"H1-2",0.948398080030208,0.0167372185558231,FALSE,"None","Cyno","7"
"H1-3",0.201534967411335,0.3031443849228,FALSE,"None","Cyno","7"
"H1-4",1.01412297993258,0.0126887740650679,FALSE,"None","Cyno","7"
"H1-5",0.115999163666096,0.501057979645604,FALSE,"None","Cyno","7"
"H2AC12",0.108051056734378,0.49175197941197,FALSE,"None","Cyno","7"
"H2AC14",0.293503398071495,0.0708289720268299,FALSE,"None","Cyno","7"
"H2AC15",0.216668048664431,0.182194932643492,FALSE,"None","Cyno","7"
"H2AC18",0.306245528422856,0.0210247804271885,FALSE,"None","Cyno","7"
"H2AC20",1.11283902731017,0.000905597633622431,FALSE,"None","Cyno","7"
"H2AC21",1.03411512923909,0.0719087352666937,FALSE,"None","Cyno","7"
"H2AC6",1.00967520113016,0.00792040667832335,FALSE,"None","Cyno","7"
"H2AC7",0.143796332332433,0.487165822508045,FALSE,"None","Cyno","7"
"H2AC8",0.21199349957857,0.395758429262694,FALSE,"None","Cyno","7"
"H2AJ",0.684654051103642,0.139278361999969,FALSE,"None","Cyno","7"
"H2AX",0.6537196574937,0.0193514195230401,FALSE,"None","Cyno","7"
"H2AZ1",0.1903095293927,0.635101973281659,FALSE,"None","Cyno","7"
"H2AZ2",-0.312687953996431,0.44378039823,FALSE,"None","Cyno","7"
"H2BC11",0.353711159550101,0.384872689501644,FALSE,"None","Cyno","7"
"H2BC12",0.1351892019527,0.798352996431456,FALSE,"None","Cyno","7"
"H2BC15",0.203737241130113,0.336947429848659,FALSE,"None","Cyno","7"
"H2BC17",0.174878007499488,0.291076355422153,FALSE,"None","Cyno","7"
"H2BC18",0.214297361126739,0.587651209483421,FALSE,"None","Cyno","7"
"H2BC26",-0.00922159046837319,0.727468607038905,FALSE,"None","Cyno","7"
"H2BC5",0.216157719076476,0.678740769789239,FALSE,"None","Cyno","7"
"H3-3A",-0.018947468337228,0.914781621934159,FALSE,"None","Cyno","7"
"H3C8",0.138212195769554,0.508680419450864,FALSE,"None","Cyno","7"
"H4",-0.0423427529472605,0.654202169522534,FALSE,"None","Cyno","7"
"H4C8",0.225793700649676,0.62452680027857,FALSE,"None","Cyno","7"
"H6PD",0.309253208210776,0.114898923008026,FALSE,"None","Cyno","7"
"HAAO",0.0698400026401089,0.867661317119392,FALSE,"None","Cyno","7"
"HABP4",-0.0109197874450423,0.882101941627537,FALSE,"None","Cyno","7"
"HACD1",-0.0807885529837017,0.581405701111086,FALSE,"None","Cyno","7"
"HACD2",-0.351578178523675,0.28722392814462,FALSE,"None","Cyno","7"
"HACD3",-0.293919721955501,0.386759084955176,FALSE,"None","Cyno","7"
"HACD4",-0.0108125124688115,0.13284278451002,FALSE,"None","Cyno","7"
"HACE1",-0.506664668992188,0.191447703534719,FALSE,"None","Cyno","7"
"HACL1",-0.0517767047159338,0.834501235923916,FALSE,"None","Cyno","7"
"HADH",-0.00486799837249118,0.789824139524903,FALSE,"None","Cyno","7"
"HADHA",0.705997671022168,0.0484240887432486,FALSE,"None","Cyno","7"
"HADHB",0.375855421359051,0.374123369631465,FALSE,"None","Cyno","7"
"HAGH",0.570615005366513,0.00123987648665258,FALSE,"None","Cyno","7"
"HAL",-0.00582000767385205,0.948261690583261,FALSE,"None","Cyno","7"
"HAMP",0.00325319839174668,0.779463215751515,FALSE,"None","Cyno","7"
"HAPLN3",0.0233257312870948,0.973027597577861,FALSE,"None","Cyno","7"
"HARBI1",0.174724172588737,0.697391404235411,FALSE,"None","Cyno","7"
"HARS1",-0.0185684112127945,0.42350893920747,FALSE,"None","Cyno","7"
"HARS2",0.0802087450219419,0.665466384595311,FALSE,"None","Cyno","7"
"HAS2",0.0281423513658912,0.784900962984313,FALSE,"None","Cyno","7"
"HAS3",0.295477954137637,0.18141869187931,FALSE,"None","Cyno","7"
"HASPIN",0.159945899802351,0.600030577292144,FALSE,"None","Cyno","7"
"HAT1",-0.522558371988013,0.000140256897335033,FALSE,"None","Cyno","7"
"HAUS1",-0.0994438911489851,0.306859276678806,FALSE,"None","Cyno","7"
"HAUS2",0.152104070313343,0.414330968503963,FALSE,"None","Cyno","7"
"HAUS3",-0.389316581744066,0.0462601249533828,FALSE,"None","Cyno","7"
"HAUS4",0.186370131419511,0.757462152886259,FALSE,"None","Cyno","7"
"HAUS5",0.412410393465111,0.322770459936234,FALSE,"None","Cyno","7"
"HAUS6",-0.183302126314247,0.00381339503564045,FALSE,"None","Cyno","7"
"HAUS7",0.391480108208322,0.16803781684415,FALSE,"None","Cyno","7"
"HAUS8",0.271758204969643,0.494699711801468,FALSE,"None","Cyno","7"
"HAVCR1",-0.0372849306715508,0.95359327813764,FALSE,"None","Cyno","7"
"HAVCR2",0.151385468475123,0.395488925108799,FALSE,"None","Cyno","7"
"HAX1",0.326794916698745,0.0679318712166978,FALSE,"None","Cyno","7"
"HBEGF",0.0467514449767943,0.0175113327722356,FALSE,"None","Cyno","7"
"HBP1",-0.26706758335194,0.000240578149083461,FALSE,"None","Cyno","7"
"HBS1L",-0.456516856133135,0.000428848347275923,FALSE,"None","Cyno","7"
"HCAR1",0.00771876484664197,0.993954301734841,FALSE,"None","Cyno","7"
"HCCS",0.146390775524656,0.73681877063844,FALSE,"None","Cyno","7"
"HCFC1",0.752326940540534,8.83271817303973e-07,FALSE,"None","Cyno","7"
"HCFC1R1",0.156381869369367,4.61464326987572e-05,FALSE,"None","Cyno","7"
"HCFC2",-0.345658524596639,0.0220160664028878,FALSE,"None","Cyno","7"
"HCK",0.134333270572525,0.157865969778573,FALSE,"None","Cyno","7"
"HCLS1",0.26352378002531,0.497598480812158,FALSE,"None","Cyno","7"
"HCN1",-0.178239496548554,0.661714553027901,FALSE,"None","Cyno","7"
"HCN3",0.143773104237551,0.543632230737677,FALSE,"None","Cyno","7"
"HCRTR1",0.0540437669093447,0.432934829974037,FALSE,"None","Cyno","7"
"HCST",0.541479579894361,0.082807893730428,FALSE,"None","Cyno","7"
