"Gene","lfc","padj","Significant","Regulation","Species","Daterange"
"ZNF597",0.0122440500116227,0.81246222555534,FALSE,"None","AGM","4"
"ZNF598",0.0542964917065091,0.259393469379056,FALSE,"None","AGM","4"
"ZNF599",0.00586437114325765,0.983366326245563,FALSE,"None","AGM","4"
"ZNF600",0.0132989207738801,0.523274716202078,FALSE,"None","AGM","4"
"ZNF605",-0.104903809553289,0.0891187019031984,FALSE,"None","AGM","4"
"ZNF606",-0.011230531309519,0.804085007514782,FALSE,"None","AGM","4"
"ZNF607",0.00941389944256024,0.950289365882923,FALSE,"None","AGM","4"
"ZNF608",0.00118461943834756,0.999994331261179,FALSE,"None","AGM","4"
"ZNF609",-0.0291418972966622,0.270477185470302,FALSE,"None","AGM","4"
"ZNF613",0.00135865976230501,0.973326700640927,FALSE,"None","AGM","4"
"ZNF614",0.0179143181932636,0.84768678835484,FALSE,"None","AGM","4"
"ZNF615",-0.000269858804009813,0.997570577663463,FALSE,"None","AGM","4"
"ZNF616",0.0164239677752706,0.678464421647161,FALSE,"None","AGM","4"
"ZNF618",-0.0339285302750832,0.00219704444114643,FALSE,"None","AGM","4"
"ZNF619",0.0249153716696039,0.773154367693464,FALSE,"None","AGM","4"
"ZNF620",0.00628641150975363,0.920609172907931,FALSE,"None","AGM","4"
"ZNF621",0.00426981776627872,0.990788528469643,FALSE,"None","AGM","4"
"ZNF622",0.0210194842899163,0.460435755114247,FALSE,"None","AGM","4"
"ZNF623",0.00296991022049021,0.583780630785606,FALSE,"None","AGM","4"
"ZNF624",-0.00882995103625655,0.684304543524334,FALSE,"None","AGM","4"
"ZNF627",0.0276098845034855,0.228289374426645,FALSE,"None","AGM","4"
"ZNF629",0.00576459010114067,0.959905555553877,FALSE,"None","AGM","4"
"ZNF638",0.00220091610708334,0.992822237644436,FALSE,"None","AGM","4"
"ZNF639",-0.00305774886612752,0.960076734263788,FALSE,"None","AGM","4"
"ZNF644",0.00904465001968651,0.895009945209054,FALSE,"None","AGM","4"
"ZNF646",-0.0017481014377563,0.365437577900382,FALSE,"None","AGM","4"
"ZNF649",-0.000181078034154324,0.96896793099702,FALSE,"None","AGM","4"
"ZNF652",-0.000737074898451463,0.248904100471083,FALSE,"None","AGM","4"
"ZNF653",-0.00409016292690395,0.797332233410554,FALSE,"None","AGM","4"
"ZNF654",0.00386806260244229,0.873859491670582,FALSE,"None","AGM","4"
"ZNF655",-0.147217976514043,0.0109018196468649,FALSE,"None","AGM","4"
"ZNF658",0.00854785194298042,0.99183414478981,FALSE,"None","AGM","4"
"ZNF662",-0.000796330175011911,0.95635873096929,FALSE,"None","AGM","4"
"ZNF664",0.0101695073663191,0.87951925073268,FALSE,"None","AGM","4"
"ZNF667",0.00392142053162056,0.61626180796089,FALSE,"None","AGM","4"
"ZNF670",-0.0132048552205669,0.629005595865841,FALSE,"None","AGM","4"
"ZNF671",0.096564754671695,0.46095848889234,FALSE,"None","AGM","4"
"ZNF674",-0.0192898362100484,0.907151137971294,FALSE,"None","AGM","4"
"ZNF677",-0.0112903126843887,0.422029673188801,FALSE,"None","AGM","4"
"ZNF680",-0.038639712621966,0.699329085430451,FALSE,"None","AGM","4"
"ZNF681",-0.0119337808131124,0.997570577663463,FALSE,"None","AGM","4"
"ZNF682",3.28146475867344e-06,0.827988827755532,FALSE,"None","AGM","4"
"ZNF683",0.00480533725083706,0.999994331261179,FALSE,"None","AGM","4"
"ZNF684",-0.0413731758236855,0.502096211041,FALSE,"None","AGM","4"
"ZNF687",0.0191806273186975,0.893650914524259,FALSE,"None","AGM","4"
"ZNF689",0.036983856988188,0.173624939392008,FALSE,"None","AGM","4"
"ZNF691",0.0269337887725309,0.534431819963446,FALSE,"None","AGM","4"
"ZNF692",-0.0269535200785424,0.081363101306027,FALSE,"None","AGM","4"
"ZNF699",-0.0142064575105899,0.838631624643246,FALSE,"None","AGM","4"
"ZNF7",-0.0022281423661967,0.806834961361745,FALSE,"None","AGM","4"
"ZNF70",0.0099621536400997,0.995922860048405,FALSE,"None","AGM","4"
"ZNF700",-0.0193277029467819,0.824538610367472,FALSE,"None","AGM","4"
"ZNF701",0.00233151807888447,0.4774509443474,FALSE,"None","AGM","4"
"ZNF704",0.000348585054147584,0.231407815461333,FALSE,"None","AGM","4"
"ZNF707",-0.026481005362582,0.269089954180393,FALSE,"None","AGM","4"
"ZNF708",-0.00227719678362211,0.664222629162184,FALSE,"None","AGM","4"
"ZNF709",-0.0292504975530425,0.888587929619284,FALSE,"None","AGM","4"
"ZNF711",0.0112008879099118,0.69289222990402,FALSE,"None","AGM","4"
"ZNF713",0.0167971449761818,0.363753429671904,FALSE,"None","AGM","4"
"ZNF714",0.00448846195075198,0.745529926815508,FALSE,"None","AGM","4"
"ZNF726",-0.00403145577644615,0.828274125749826,FALSE,"None","AGM","4"
"ZNF736",-0.00154012692403822,0.999994331261179,FALSE,"None","AGM","4"
"ZNF740",0.0529149539505002,0.528375840161261,FALSE,"None","AGM","4"
"ZNF747",0.0208992745853593,0.908576929765918,FALSE,"None","AGM","4"
"ZNF749",0.00937150875898524,0.610177896199689,FALSE,"None","AGM","4"
"ZNF750",-0.0162341456323162,0.00715620694885723,FALSE,"None","AGM","4"
"ZNF75A",0.0341762304842153,0.623216513230383,FALSE,"None","AGM","4"
"ZNF75D",0.00976088611039427,0.827202696776006,FALSE,"None","AGM","4"
"ZNF76",0.0488037550458174,0.647411762460293,FALSE,"None","AGM","4"
"ZNF764",0.0493938508185768,0.0615571266286264,FALSE,"None","AGM","4"
"ZNF766",-0.0098789544174705,0.258524197672625,FALSE,"None","AGM","4"
"ZNF768",0.0330229741891965,0.300816673520981,FALSE,"None","AGM","4"
"ZNF77",-0.0083275308859467,0.799918259580962,FALSE,"None","AGM","4"
"ZNF770",0.00390403797228284,0.847043895087472,FALSE,"None","AGM","4"
"ZNF771",-0.0142924708852403,0.459447287138981,FALSE,"None","AGM","4"
"ZNF773",0.00388286483612852,0.908203886583783,FALSE,"None","AGM","4"
"ZNF774",-0.0255654931126017,0.0216194308620334,FALSE,"None","AGM","4"
"ZNF776",0.0251268729497809,0.769224930117793,FALSE,"None","AGM","4"
"ZNF777",0.0250541836253862,0.895986637882626,FALSE,"None","AGM","4"
"ZNF778",0.00141878336111277,0.634046147980588,FALSE,"None","AGM","4"
"ZNF782",-0.00975617167010972,0.986440482898081,FALSE,"None","AGM","4"
"ZNF786",-0.00106470766953995,0.999994331261179,FALSE,"None","AGM","4"
"ZNF789",0.0484678038892296,0.932796450268304,FALSE,"None","AGM","4"
"ZNF79",-0.15649909124898,0.261515274454156,FALSE,"None","AGM","4"
"ZNF790",-0.0148151350450591,0.943206354159274,FALSE,"None","AGM","4"
"ZNF791",0.00131467251054137,0.931051034498391,FALSE,"None","AGM","4"
"ZNF792",0.00501094543484448,0.997570577663463,FALSE,"None","AGM","4"
"ZNF793",-0.0104589671277231,0.812568922412359,FALSE,"None","AGM","4"
"ZNF799",-0.00221022148835491,0.966613850222199,FALSE,"None","AGM","4"
"ZNF8",0.00648363673854569,0.350486374178835,FALSE,"None","AGM","4"
"ZNF800",0.00357807841169745,0.998537151868132,FALSE,"None","AGM","4"
"ZNF804A",0.00372677907249076,0.407121485940907,FALSE,"None","AGM","4"
"ZNF804B",0.00271641628339129,0.0754722287889285,FALSE,"None","AGM","4"
"ZNF805",0.0271727831575869,0.970950979177643,FALSE,"None","AGM","4"
"ZNF808",0.00482169397626617,0.170564359882091,FALSE,"None","AGM","4"
"ZNF81",-0.0763753489822215,0.417701410820233,FALSE,"None","AGM","4"
"ZNF821",-0.010596445721071,0.747764689790779,FALSE,"None","AGM","4"
"ZNF823",-0.00506505572555498,0.866816913701005,FALSE,"None","AGM","4"
"ZNF827",0.00346565682402748,0.983311858991297,FALSE,"None","AGM","4"
"ZNF829",0.0190607168017732,0.781285594525204,FALSE,"None","AGM","4"
"ZNF83",-0.00671392842165985,0.78967054667073,FALSE,"None","AGM","4"
"ZNF830",0.263275169371649,0.081363101306027,FALSE,"None","AGM","4"
"ZNF831",-0.00295346513151594,0.288625530552547,FALSE,"None","AGM","4"
"ZNF839",-0.0092120565793943,0.768017915258071,FALSE,"None","AGM","4"
"ZNF84",0.00279585240509451,0.899635638821626,FALSE,"None","AGM","4"
"ZNF845",0.0218158884629466,0.00613129008679374,FALSE,"None","AGM","4"
"ZNF846",-0.0182148219294621,0.930798231427936,FALSE,"None","AGM","4"
"ZNF85",0.00263971739689428,0.204192327648545,FALSE,"None","AGM","4"
"ZNF850",-0.00704817685007537,0.612993384284803,FALSE,"None","AGM","4"
"ZNF862",-0.00396121203462971,0.0148697443598722,FALSE,"None","AGM","4"
"ZNF875",-0.00738486491365407,0.966613850222199,FALSE,"None","AGM","4"
"ZNF878",-0.0144136710354417,0.901105881862325,FALSE,"None","AGM","4"
"ZNF879",0.0101832355622044,0.782187683735051,FALSE,"None","AGM","4"
"ZNF880",0.00212414355353597,0.973992792585129,FALSE,"None","AGM","4"
"ZNF888",-0.00341848197672131,0.175640213978179,FALSE,"None","AGM","4"
"ZNF891",-0.00413975489196664,0.999994331261179,FALSE,"None","AGM","4"
"ZNF892",0.0120623400984951,0.784124350254367,FALSE,"None","AGM","4"
"ZNF93",-0.00209319401719957,0.674051074671077,FALSE,"None","AGM","4"
"ZNFX1",-0.0346931571469019,0.212198021293592,FALSE,"None","AGM","4"
"ZNHIT1",0.0117232372652712,0.594247909688438,FALSE,"None","AGM","4"
"ZNHIT3",-0.00308154869059137,0.902893835093341,FALSE,"None","AGM","4"
"ZNHIT6",0.014352394880153,0.615274179445029,FALSE,"None","AGM","4"
"ZNRD2",0.0199670809086237,0.765573598082609,FALSE,"None","AGM","4"
"ZNRF1",-0.0251572569005283,0.452539347187071,FALSE,"None","AGM","4"
"ZNRF2",-0.0177662425751364,0.921498334358648,FALSE,"None","AGM","4"
"ZNRF3",-0.00960646088686943,0.989203529134952,FALSE,"None","AGM","4"
"ZP1",-0.00119696280845678,0.974542564064099,FALSE,"None","AGM","4"
"ZPBP",-0.00697672852782037,0.527477650355828,FALSE,"None","AGM","4"
"ZPBP2",0.0018897239895546,0.939234019406527,FALSE,"None","AGM","4"
"ZPLD1",0.000875212745986196,0.972566063575657,FALSE,"None","AGM","4"
"ZPR1",0.015417263824722,0.98083365415719,FALSE,"None","AGM","4"
"ZRANB1",0.00313223086551933,0.966613850222199,FALSE,"None","AGM","4"
"ZRANB3",0.085341603694521,3.08110994351069e-05,FALSE,"None","AGM","4"
"ZRSR2",-0.0069711094662606,0.937937228067627,FALSE,"None","AGM","4"
"ZSCAN1",-0.00215291737738713,0.985179795453665,FALSE,"None","AGM","4"
"ZSCAN12",0.0115193018994129,0.657142060450057,FALSE,"None","AGM","4"
"ZSCAN16",0.00132458275203352,0.970950979177643,FALSE,"None","AGM","4"
"ZSCAN2",0.00205866353216891,0.975667504501717,FALSE,"None","AGM","4"
"ZSCAN20",-0.00272616786717731,0.476920395967564,FALSE,"None","AGM","4"
"ZSCAN21",-0.0103368000591374,0.740362364818411,FALSE,"None","AGM","4"
"ZSCAN22",6.46360403879352e-05,0.799259284547257,FALSE,"None","AGM","4"
"ZSCAN23",-0.00423755618053695,0.503434878959068,FALSE,"None","AGM","4"
"ZSCAN25",-0.0186457834026383,0.586474757809981,FALSE,"None","AGM","4"
"ZSCAN26",0.0226930973280013,0.962758039107231,FALSE,"None","AGM","4"
"ZSCAN29",0.0275465763123324,0.193244100958304,FALSE,"None","AGM","4"
"ZSCAN30",0.0221391676898494,0.880605827947048,FALSE,"None","AGM","4"
"ZSCAN31",-0.00572153459108122,0.405863917326168,FALSE,"None","AGM","4"
"ZSCAN32",-0.00155256896012111,0.885724587221774,FALSE,"None","AGM","4"
"ZSCAN5A",-0.014073094103526,0.84768678835484,FALSE,"None","AGM","4"
"ZSCAN9",0.00457178589902686,0.891440996149469,FALSE,"None","AGM","4"
"ZSWIM1",0.0702290695159032,0.423819335105426,FALSE,"None","AGM","4"
"ZSWIM3",-0.0154473176038916,0.979624641063647,FALSE,"None","AGM","4"
"ZSWIM4",-0.0159155073783321,0.768055782576971,FALSE,"None","AGM","4"
"ZSWIM5",-0.0318306792806497,0.885841092033886,FALSE,"None","AGM","4"
"ZSWIM6",-0.0244516549178838,0.392297914755856,FALSE,"None","AGM","4"
"ZSWIM7",-0.0367481308534255,0.116066012007396,FALSE,"None","AGM","4"
"ZSWIM8",0.00482734690464005,0.119085756715542,FALSE,"None","AGM","4"
"ZUP1",-0.173614531225845,0.121479550135772,FALSE,"None","AGM","4"
"ZW10",0.034451189525247,0.21268168038424,FALSE,"None","AGM","4"
"ZWILCH",0.0155815399015289,0.683157974824032,FALSE,"None","AGM","4"
"ZWINT",-0.000111412360283436,0.124001731753619,FALSE,"None","AGM","4"
"ZXDC",0.00315456777884017,0.500200643981409,FALSE,"None","AGM","4"
"ZYG11A",-0.00878599092763796,0.204192327648545,FALSE,"None","AGM","4"
"ZYX",-0.00941461069028395,0.249979568439149,FALSE,"None","AGM","4"
"ZZZ3",-0.00479631907597472,0.768049337475027,FALSE,"None","AGM","4"
"A1BG",-5.76086980886381e-07,0.889645774046008,FALSE,"None","AGM","7"
"A2ML1",7.64713406481538e-08,0.797701589454336,FALSE,"None","AGM","7"
"A4GALT",-5.58211536922153e-07,0.769563379819088,FALSE,"None","AGM","7"
"AAAS",-3.39376391249828e-06,0.785492964687036,FALSE,"None","AGM","7"
"AACS",1.77295679845781e-06,0.44128933812235,FALSE,"None","AGM","7"
"AADAC",2.26576903337863e-06,0.0599186742770358,FALSE,"None","AGM","7"
"AADAT",-1.34472579748799e-06,0.986500287915837,FALSE,"None","AGM","7"
"AAGAB",3.64759827539472e-07,0.891440996149469,FALSE,"None","AGM","7"
"AAK1",1.23643390614156e-05,0.0155172924883073,FALSE,"None","AGM","7"
"AAMDC",1.18255107392425e-05,0.575202183075548,FALSE,"None","AGM","7"
"AAMP",-6.91793809448725e-06,0.456017586438148,FALSE,"None","AGM","7"
"AANAT",-1.10527560646307e-06,0.00242875746237625,FALSE,"None","AGM","7"
"AAR2",3.86977152175858e-06,0.614815738080291,FALSE,"None","AGM","7"
"AARS",-1.48647337333115e-06,0.96853111138139,FALSE,"None","AGM","7"
"AARS2",-2.79985165671646e-06,0.423819335105426,FALSE,"None","AGM","7"
"AARSD1",-5.16717788970312e-07,0.472360422017507,FALSE,"None","AGM","7"
"AASDH",3.36840641375709e-07,0.999994331261179,FALSE,"None","AGM","7"
"AASDHPPT",2.1707490847819e-07,0.807996325475004,FALSE,"None","AGM","7"
"AASS",-1.32989570352992e-06,0.670291106498693,FALSE,"None","AGM","7"
"AATF",9.1461060448463e-06,0.223747761520751,FALSE,"None","AGM","7"
"ABAT",5.78674800522043e-06,0.429387444314315,FALSE,"None","AGM","7"
"ABCA1",-3.82288982248883e-06,0.466782952668001,FALSE,"None","AGM","7"
"ABCA10",1.17470729259407e-06,0.786515206268868,FALSE,"None","AGM","7"
"ABCA12",1.09856690787452e-06,0.38931794290894,FALSE,"None","AGM","7"
"ABCA13",-1.13394852972912e-06,0.715262142962758,FALSE,"None","AGM","7"
"ABCA3",-1.54906650083156e-06,0.44607039972207,FALSE,"None","AGM","7"
"ABCA4",6.25967057146823e-06,0.171931385343346,FALSE,"None","AGM","7"
"ABCA5",5.83429357284792e-07,0.971616220256547,FALSE,"None","AGM","7"
"ABCA6",-4.1022159921862e-07,0.237153593713668,FALSE,"None","AGM","7"
"ABCA7",-2.88814072574159e-06,0.0915238190621771,FALSE,"None","AGM","7"
"ABCA8",-2.5672561460498e-07,0.725191040321335,FALSE,"None","AGM","7"
"ABCA9",-2.85969883147441e-07,0.704332254561042,FALSE,"None","AGM","7"
"ABCB10",8.06205411636322e-07,0.90572518527758,FALSE,"None","AGM","7"
"ABCB11",-1.6306348792247e-06,0.368519560956664,FALSE,"None","AGM","7"
"ABCB4",-3.2730045782111e-06,0.871865305793461,FALSE,"None","AGM","7"
"ABCB5",-3.06331225143817e-06,0.670666712364821,FALSE,"None","AGM","7"
"ABCB6",-1.74195703637863e-06,0.529636717887096,FALSE,"None","AGM","7"
"ABCB7",8.14358955272355e-06,0.905588574776234,FALSE,"None","AGM","7"
"ABCB8",-4.05214691174391e-07,0.974315469535946,FALSE,"None","AGM","7"
"ABCB9",-2.57820508699099e-06,0.874895663864217,FALSE,"None","AGM","7"
"ABCC1",-3.41246073467545e-06,0.0441680924669906,FALSE,"None","AGM","7"
"ABCC10",-1.81551594495216e-06,0.00120738588542323,FALSE,"None","AGM","7"
"ABCC11",-2.74147016003263e-06,0.490834230047062,FALSE,"None","AGM","7"
"ABCC12",1.57023409877405e-07,0.510622633400803,FALSE,"None","AGM","7"
"ABCC2",9.08830024082869e-09,0.842029369347461,FALSE,"None","AGM","7"
"ABCC3",-4.99541354425564e-08,0.838631624643246,FALSE,"None","AGM","7"
"ABCC4",-1.28269876540111e-06,0.138853250991211,FALSE,"None","AGM","7"
"ABCC5",-1.23299368019014e-06,0.989841762834107,FALSE,"None","AGM","7"
"ABCC6",1.93388894737753e-06,0.43304440691454,FALSE,"None","AGM","7"
"ABCC8",1.9741937803742e-06,0.844407483237594,FALSE,"None","AGM","7"
"ABCC9",9.56263437970882e-07,0.946493113913493,FALSE,"None","AGM","7"
"ABCD2",-1.67959483763981e-06,0.000261210053594284,FALSE,"None","AGM","7"
"ABCD3",3.62749313576288e-06,0.969748110878856,FALSE,"None","AGM","7"
"ABCD4",-9.61959061559663e-07,0.0223328269940583,FALSE,"None","AGM","7"
"ABCE1",3.60878688066473e-06,0.990478728793805,FALSE,"None","AGM","7"
"ABCF1",-2.73617188468695e-06,0.774462279622435,FALSE,"None","AGM","7"
"ABCF2",1.92650795731935e-06,0.780563012591005,FALSE,"None","AGM","7"
"ABCF3",-1.13514812557156e-06,0.582353906972044,FALSE,"None","AGM","7"
"ABCG1",3.65247656800234e-07,0.0750801974235659,FALSE,"None","AGM","7"
"ABCG4",1.26420007942664e-06,0.91928807455299,FALSE,"None","AGM","7"
"ABCG5",-9.69510094289692e-07,0.999994331261179,FALSE,"None","AGM","7"
"ABCG8",1.75252595275752e-06,0.217323235355233,FALSE,"None","AGM","7"
"ABHD1",5.47931194578535e-06,0.438898468673241,FALSE,"None","AGM","7"
"ABHD10",8.07105506916777e-09,0.927858443362625,FALSE,"None","AGM","7"
"ABHD11",6.77341183636506e-07,0.973741431513188,FALSE,"None","AGM","7"
"ABHD12",-7.88040042452262e-06,0.268661455872056,FALSE,"None","AGM","7"
"ABHD12B",-2.31687281370798e-06,0.778327713119822,FALSE,"None","AGM","7"
"ABHD13",2.98783134380094e-07,0.784678760228218,FALSE,"None","AGM","7"
"ABHD15",-6.56241641378942e-06,0.129091280078318,FALSE,"None","AGM","7"
"ABHD16A",-1.53501793666501e-05,5.17305819987173e-06,FALSE,"None","AGM","7"
"ABHD17B",5.06737166382337e-06,0.851920804724227,FALSE,"None","AGM","7"
"ABHD17C",3.5416456924516e-07,0.793846162404244,FALSE,"None","AGM","7"
"ABHD18",-1.38877408192253e-07,0.323317845038978,FALSE,"None","AGM","7"
"ABHD2",-2.6831878005286e-06,0.827006685307909,FALSE,"None","AGM","7"
"ABHD3",-2.07266712965241e-06,0.504264927408913,FALSE,"None","AGM","7"
"ABHD4",3.9336209745035e-07,0.273188894270228,FALSE,"None","AGM","7"
"ABHD5",-2.20372082550542e-06,0.892992635807063,FALSE,"None","AGM","7"
"ABHD6",-4.34254503072221e-06,0.272941634383432,FALSE,"None","AGM","7"
"ABHD8",4.23548551868271e-07,0.759254143369746,FALSE,"None","AGM","7"
"ABI1",1.66242955350599e-06,0.196679066430531,FALSE,"None","AGM","7"
"ABI2",3.62273708860941e-06,0.902937104640742,FALSE,"None","AGM","7"
"ABI3BP",-3.91319279629816e-06,0.425040354023937,FALSE,"None","AGM","7"
"ABITRAM",6.46827210299288e-07,0.471518991745822,FALSE,"None","AGM","7"
"ABL1",2.74766708064859e-06,0.564999570549932,FALSE,"None","AGM","7"
"ABL2",9.17286850238947e-07,0.794440550682632,FALSE,"None","AGM","7"
"ABLIM1",1.09187269329016e-06,0.993820939435626,FALSE,"None","AGM","7"
"ABLIM2",-3.31703479033329e-07,0.995224431027504,FALSE,"None","AGM","7"
"ABR",7.85382582401107e-07,0.710461325113095,FALSE,"None","AGM","7"
"ABRA",3.14141252452956e-06,0.584494597217456,FALSE,"None","AGM","7"
"ABRAXAS1",2.97268107552738e-06,0.53426484548717,FALSE,"None","AGM","7"
"ABRAXAS2",6.09027440443466e-06,0.698842273640183,FALSE,"None","AGM","7"
"ABT1",5.4152424765706e-06,0.460615669637273,FALSE,"None","AGM","7"
"ABTB1",-2.8465271989242e-06,0.743504161250202,FALSE,"None","AGM","7"
"ABTB3",1.57016190334092e-06,2.7862547219046e-08,FALSE,"None","AGM","7"
"ACA64",1.76032598700088e-07,0.999994331261179,FALSE,"None","AGM","7"
"ACAA1",-5.11203645921521e-06,0.826831744498346,FALSE,"None","AGM","7"
"ACAA2",1.88864622384732e-06,0.728872223156921,FALSE,"None","AGM","7"
"ACACA",5.98530048757797e-06,0.284970341475082,FALSE,"None","AGM","7"
"ACAD10",-4.35118827751282e-06,0.600991758221125,FALSE,"None","AGM","7"
"ACAD11",2.18977448905147e-06,0.754460812703766,FALSE,"None","AGM","7"
"ACAD8",-2.93805266737237e-06,0.49295424207838,FALSE,"None","AGM","7"
"ACAD9",8.24480929189088e-06,0.743132089668216,FALSE,"None","AGM","7"
"ACADM",1.30941882182056e-05,0.142183049047053,FALSE,"None","AGM","7"
"ACADS",1.43807796030652e-06,0.307956966738761,FALSE,"None","AGM","7"
"ACADSB",3.70211846077271e-06,0.956521932155175,FALSE,"None","AGM","7"
"ACADVL",-9.89276532420884e-06,0.682305523118447,FALSE,"None","AGM","7"
"ACAN",7.34895248003974e-07,0.99509182386374,FALSE,"None","AGM","7"
"ACAP1",-2.37854864053403e-06,0.455238490299405,FALSE,"None","AGM","7"
"ACAP2",-8.30719100878361e-06,0.438975517409517,FALSE,"None","AGM","7"
"ACAT1",5.09494169755927e-06,0.424088766833967,FALSE,"None","AGM","7"
"ACBD3",-2.11504246095953e-06,0.564253536659767,FALSE,"None","AGM","7"
"ACBD4",3.31695676955514e-06,0.341542173219544,FALSE,"None","AGM","7"
"ACBD5",9.02550466031913e-07,0.323516368038659,FALSE,"None","AGM","7"
"ACBD6",7.99887416326717e-06,0.77821146347724,FALSE,"None","AGM","7"
"ACD",-2.75297226021314e-06,0.492735469048086,FALSE,"None","AGM","7"
"ACE",-7.98567672899139e-07,0.979080961132821,FALSE,"None","AGM","7"
"ACE2",4.49258683015431e-07,0.676029574502881,FALSE,"None","AGM","7"
"ACEA_U3",-1.58982908893223e-07,0.000146704935343095,FALSE,"None","AGM","7"
"ACER1",3.49606882926533e-07,0.838378670475971,FALSE,"None","AGM","7"
"ACER2",-8.45129035490742e-07,0.458508035933278,FALSE,"None","AGM","7"
"ACER3",3.07528204187466e-06,0.579207562744243,FALSE,"None","AGM","7"
"ACHE",-3.44327296843924e-08,0.351332363477118,FALSE,"None","AGM","7"
"ACIN1",-4.91206279969422e-06,2.87170454192316e-06,FALSE,"None","AGM","7"
"ACKR1",2.57417600209084e-07,0.99462668778056,FALSE,"None","AGM","7"
"ACKR2",-7.56717623636203e-07,0.655583530362355,FALSE,"None","AGM","7"
"ACKR3",-1.5117332228844e-06,0.842588970843886,FALSE,"None","AGM","7"
"ACKR4",6.81181457599014e-07,0.86186205342403,FALSE,"None","AGM","7"
"ACLY",4.22956962321817e-06,0.79564073881238,FALSE,"None","AGM","7"
"ACMSD",-1.31787657477269e-06,0.416703525002112,FALSE,"None","AGM","7"
"ACO1",-4.68687489750008e-06,0.270477185470302,FALSE,"None","AGM","7"
"ACO2",8.01425812671563e-06,0.758905972227211,FALSE,"None","AGM","7"
"ACOD1",-9.88896169402843e-07,0.105547993593371,FALSE,"None","AGM","7"
"ACOT12",1.15568398625627e-07,0.882859920990547,FALSE,"None","AGM","7"
"ACOT7",-7.92796535988658e-07,0.976892304623214,FALSE,"None","AGM","7"
"ACOT8",-1.27878891039024e-06,0.958450909495205,FALSE,"None","AGM","7"
"ACOT9",-2.39873171835026e-06,0.502915879444719,FALSE,"None","AGM","7"
"ACOX2",-6.49579811118331e-07,0.999994331261179,FALSE,"None","AGM","7"
"ACOX3",6.16874083426026e-06,0.250121045480813,FALSE,"None","AGM","7"
"ACOXL",-2.79504876852153e-08,0.999994331261179,FALSE,"None","AGM","7"
"ACP1",3.23771391045963e-07,0.784124350254367,FALSE,"None","AGM","7"
"ACP2",2.79894758821483e-06,0.312314140403804,FALSE,"None","AGM","7"
"ACP3",-2.05768266389357e-07,0.989203529134952,FALSE,"None","AGM","7"
"ACP5",-1.32968614066924e-06,0.337597350252065,FALSE,"None","AGM","7"
"ACP6",2.98801488943606e-06,0.843619466121407,FALSE,"None","AGM","7"
"ACP7",-1.26242897701287e-06,0.627248396318043,FALSE,"None","AGM","7"
"ACRBP",-4.35300354359983e-06,0.71327111462279,FALSE,"None","AGM","7"
"ACRV1",7.29091717516382e-07,0.828090553601528,FALSE,"None","AGM","7"
"ACSBG1",-4.80629158898688e-07,0.763852195363918,FALSE,"None","AGM","7"
"ACSBG2",-2.38268962706515e-06,0.500791513619361,FALSE,"None","AGM","7"
"ACSF2",-4.10965200887545e-06,0.719557179531573,FALSE,"None","AGM","7"
"ACSF3",2.31438724134842e-06,0.234829156056645,FALSE,"None","AGM","7"
"ACSL1",-3.90519692486462e-06,0.0765101085493212,FALSE,"None","AGM","7"
"ACSL3",-1.33772562926013e-06,0.912269078910209,FALSE,"None","AGM","7"
"ACSL4",-5.54548441165766e-06,0.515362889907967,FALSE,"None","AGM","7"
"ACSL5",-5.32418091501763e-06,0.0793421154353067,FALSE,"None","AGM","7"
"ACSM1",1.49644289431856e-06,0.000370552663966107,FALSE,"None","AGM","7"
"ACSM3",-7.14770616429107e-07,0.996553332888114,FALSE,"None","AGM","7"
"ACSM4",1.81259140980035e-06,0.951037797068971,FALSE,"None","AGM","7"
"ACSS1",-2.34295944772383e-06,0.131847743163167,FALSE,"None","AGM","7"
"ACSS2",-2.67958922323099e-06,0.594247909688438,FALSE,"None","AGM","7"
"ACSS3",-4.72929530191046e-07,0.60074076439905,FALSE,"None","AGM","7"
"ACTA1",1.50817498660693e-06,0.963032666801812,FALSE,"None","AGM","7"
"ACTA2",-6.70371835223785e-06,0.0278255927170665,FALSE,"None","AGM","7"
"ACTB",4.60117999581716e-07,0.0401359033642449,FALSE,"None","AGM","7"
"ACTG1",5.65066047963975e-06,0.158402097777189,FALSE,"None","AGM","7"
"ACTG2",3.96998888773616e-07,0.750396264689615,FALSE,"None","AGM","7"
"ACTL6A",1.32629439994568e-06,0.805393893189327,FALSE,"None","AGM","7"
"ACTL6B",-1.94911793854371e-06,0.893382306844916,FALSE,"None","AGM","7"
"ACTL7A",3.86429667374875e-07,0.786205752607602,FALSE,"None","AGM","7"
"ACTL7B",1.92705622459058e-06,0.784124350254367,FALSE,"None","AGM","7"
"ACTMAP",-1.29671410001816e-06,0.978841181195603,FALSE,"None","AGM","7"
"ACTN1",1.03835265286358e-06,0.996410970110292,FALSE,"None","AGM","7"
"ACTN2",-1.11356503148967e-07,0.996361841316404,FALSE,"None","AGM","7"
"ACTN3",3.30918635564199e-07,0.933618094629798,FALSE,"None","AGM","7"
"ACTN4",-1.28766341824519e-07,0.996553332888114,FALSE,"None","AGM","7"
"ACTR10",-7.20434059045181e-06,0.952160650719443,FALSE,"None","AGM","7"
"ACTR1A",5.63941422993641e-07,0.530590082394735,FALSE,"None","AGM","7"
"ACTR1B",-1.12680834785993e-06,0.848990652785508,FALSE,"None","AGM","7"
