"Gene","lfc","padj","Significant","Regulation","Species","Strain","Daterange"
"LASP1",0.427453295289902,0.0194021271261277,FALSE,"None","Cyno","Malale","7"
"LAT",-0.100774199418084,0.670542810501381,FALSE,"None","Cyno","Malale","7"
"LAT2",-0.0228803172959479,0.930544955589107,FALSE,"None","Cyno","Malale","7"
"LATS1",-0.0162240594107836,0.892664695618952,FALSE,"None","Cyno","Malale","7"
"LAX1",-0.670057055648951,0.00362955389135486,FALSE,"None","Cyno","Malale","7"
"LBH",0.000615885556338651,0.975066756601354,FALSE,"None","Cyno","Malale","7"
"LBP",-0.108154035624757,0.751592056548493,FALSE,"None","Cyno","Malale","7"
"LBR",0.184227105961179,0.395960026715891,FALSE,"None","Cyno","Malale","7"
"LBX2",-0.768622898379388,0.0722367400885904,FALSE,"None","Cyno","Malale","7"
"LCA5",-0.427515272406213,0.100693748277503,FALSE,"None","Cyno","Malale","7"
"LCA5L",-0.136591981990788,0.571625572771194,FALSE,"None","Cyno","Malale","7"
"LCAT",0.220528723762553,0.235453053866032,FALSE,"None","Cyno","Malale","7"
"LCK",0.308546585012154,0.0849445707422474,FALSE,"None","Cyno","Malale","7"
"LCLAT1",-0.193415280299803,0.450897257505702,FALSE,"None","Cyno","Malale","7"
"LCMT1",0.178559389908777,0.184583236187101,FALSE,"None","Cyno","Malale","7"
"LCN15",0.0443897989490862,0.904813070413776,FALSE,"None","Cyno","Malale","7"
"LCOR",0.0280871274693037,0.870700845283447,FALSE,"None","Cyno","Malale","7"
"LCORL",-0.43565287979165,0.0231894919125653,FALSE,"None","Cyno","Malale","7"
"LCP1",0.141231639657907,0.535743713097888,FALSE,"None","Cyno","Malale","7"
"LCP2",0.123688083535833,0.466462774592514,FALSE,"None","Cyno","Malale","7"
"LCT",-0.0181256578201779,0.955590036168826,FALSE,"None","Cyno","Malale","7"
"LCTL",-0.0801459063945801,0.799372972328276,FALSE,"None","Cyno","Malale","7"
"LDAF1",0.162619051078892,0.548362082656268,FALSE,"None","Cyno","Malale","7"
"LDAH",-0.379678237193004,0.139173282389417,FALSE,"None","Cyno","Malale","7"
"LDB1",-0.105157801986163,0.527297394341645,FALSE,"None","Cyno","Malale","7"
"LDB2",-0.428679047526195,0.148085169536873,FALSE,"None","Cyno","Malale","7"
"LDB3",-0.205780582455778,0.426580214050591,FALSE,"None","Cyno","Malale","7"
"LDHAL6A",0.0623029556505904,0.828061044298834,FALSE,"None","Cyno","Malale","7"
"LDHAL6B",-0.311773324600676,0.368157588589195,FALSE,"None","Cyno","Malale","7"
"LDHB",-0.378193975238539,0.033078646410941,FALSE,"None","Cyno","Malale","7"
"LDHC",-0.204751524351697,0.489387471208852,FALSE,"None","Cyno","Malale","7"
"LDHD",0.405344651103378,0.265537259413805,FALSE,"None","Cyno","Malale","7"
"LDLR",0.583695915064898,0.0297582322596815,FALSE,"None","Cyno","Malale","7"
"LDLRAD2",-0.0686637997728799,0.843104470360161,FALSE,"None","Cyno","Malale","7"
"LDLRAD3",2.0208965265033,2.51809819116501e-11,TRUE,"Up","Cyno","Malale","7"
"LDLRAD4",0.699832621069989,0.0248221483557479,FALSE,"None","Cyno","Malale","7"
"LDLRAP1",0.0431568502712727,0.84875618500744,FALSE,"None","Cyno","Malale","7"
"LDOC1",0.044598310238092,0.902875329410315,FALSE,"None","Cyno","Malale","7"
"LEF1",-0.148133012257884,0.588865254726682,FALSE,"None","Cyno","Malale","7"
"LEKR1",-0.688457620207038,0.013980286797805,FALSE,"None","Cyno","Malale","7"
"LEMD1",-0.343549818321669,0.325139636430143,FALSE,"None","Cyno","Malale","7"
"LEMD3",-0.363869525408351,0.0554164020512083,FALSE,"None","Cyno","Malale","7"
"LENG1",-0.580523405445314,0.0182340218809524,FALSE,"None","Cyno","Malale","7"
"LENG8",0.294370831972331,0.105406228218147,FALSE,"None","Cyno","Malale","7"
"LEO1",-0.170208778840907,0.317956722292679,FALSE,"None","Cyno","Malale","7"
"LEP",0.041044701454337,0.912912137923219,FALSE,"None","Cyno","Malale","7"
"LEPR",-1.66586999417483,0.000883341514609911,FALSE,"None","Cyno","Malale","7"
"LEPROT",-0.240672444397275,0.108700852434807,FALSE,"None","Cyno","Malale","7"
"LETM1",0.424277357199529,0.00176988758313067,FALSE,"None","Cyno","Malale","7"
"LETM2",-0.524456178322667,0.0293326431036507,FALSE,"None","Cyno","Malale","7"
"LETMD1",0.0889774948210782,0.369122744404733,FALSE,"None","Cyno","Malale","7"
"LFNG",1.0601904539103,1.48120538657814e-06,FALSE,"None","Cyno","Malale","7"
"LGALS1",0.0923963697479694,0.794552871633504,FALSE,"None","Cyno","Malale","7"
"LGALS12",1.2824951075824,0.00192875202194706,FALSE,"None","Cyno","Malale","7"
"LGALS13",-0.310674164232793,0.108583577795255,FALSE,"None","Cyno","Malale","7"
"LGALS14",-0.244879447754833,0.0884369453657492,FALSE,"None","Cyno","Malale","7"
"LGALS16",-0.212586257898253,0.261176253094066,FALSE,"None","Cyno","Malale","7"
"LGALS2",-0.249407279596058,0.46707489099256,FALSE,"None","Cyno","Malale","7"
"LGALS3",-0.0027793293128891,0.994927709508023,FALSE,"None","Cyno","Malale","7"
"LGALS3BP",2.70895054985889,4.07832440207072e-23,TRUE,"Up","Cyno","Malale","7"
"LGALS4",0.0704626302320341,0.841228787105903,FALSE,"None","Cyno","Malale","7"
"LGALS8",1.6658911785323,1.05831621815928e-13,FALSE,"None","Cyno","Malale","7"
"LGI1",0.135769983101558,0.699464607625855,FALSE,"None","Cyno","Malale","7"
"LGI2",0.272221467865652,0.429701913075258,FALSE,"None","Cyno","Malale","7"
"LGI4",0.43762959935736,0.206949734478984,FALSE,"None","Cyno","Malale","7"
"LGMN",0.460253753549529,0.134274962283849,FALSE,"None","Cyno","Malale","7"
"LGR4",-0.675337120941115,0.0514622556331161,FALSE,"None","Cyno","Malale","7"
"LGR5",-1.49626790118949,2.98146464631548e-05,FALSE,"None","Cyno","Malale","7"
"LGR6",-0.213894644776312,0.531520599084555,FALSE,"None","Cyno","Malale","7"
"LHCGR",-0.324017799659298,0.357689087946001,FALSE,"None","Cyno","Malale","7"
"LHFPL1",0.177161564149013,0.584836543818983,FALSE,"None","Cyno","Malale","7"
"LHFPL2",0.198326675100909,0.422207954153742,FALSE,"None","Cyno","Malale","7"
"LHFPL3",-0.330339322112614,0.17746948928443,FALSE,"None","Cyno","Malale","7"
"LHFPL4",-0.94245612963922,3.77010982796674e-05,FALSE,"None","Cyno","Malale","7"
"LHFPL5",0.27017395227367,0.407026540325852,FALSE,"None","Cyno","Malale","7"
"LHFPL6",-0.617134579996706,0.0478278161499238,FALSE,"None","Cyno","Malale","7"
"LHPP",0.472065951131281,0.0374519633056802,FALSE,"None","Cyno","Malale","7"
"LHX4",-0.206326812044862,0.49011965024538,FALSE,"None","Cyno","Malale","7"
"LHX6",0.0649886059608498,0.780823092572658,FALSE,"None","Cyno","Malale","7"
"LIAS",0.356772587974007,0.0107391193175819,FALSE,"None","Cyno","Malale","7"
"LIAT1",-0.175574140193587,0.605281765911537,FALSE,"None","Cyno","Malale","7"
"LIF",2.12203172662188,2.7570704660134e-09,TRUE,"Up","Cyno","Malale","7"
"LIFR",0.758799572136357,0.0706785012708076,FALSE,"None","Cyno","Malale","7"
"LIG1",2.91492055610803,7.1616790008161e-55,TRUE,"Up","Cyno","Malale","7"
"LIG3",0.0230889133209347,0.906396905389853,FALSE,"None","Cyno","Malale","7"
"LIG4",0.500997507457161,0.0501290532744615,FALSE,"None","Cyno","Malale","7"
"LILRB5",0.650158744318272,0.0416529295118323,FALSE,"None","Cyno","Malale","7"
"LIMA1",0.171778901984486,0.434247508528076,FALSE,"None","Cyno","Malale","7"
"LIMD1",0.0307638479749682,0.885810774631954,FALSE,"None","Cyno","Malale","7"
"LIMD2",0.477550405930928,0.024817278732109,FALSE,"None","Cyno","Malale","7"
"LIME1",0.52365045522029,9.15709386327003e-06,FALSE,"None","Cyno","Malale","7"
"LIMK1",0.00664871044963352,0.977182530791324,FALSE,"None","Cyno","Malale","7"
"LIMK2",0.537371752469014,0.0157118999865664,FALSE,"None","Cyno","Malale","7"
"LIMS2",3.03962126953085,2.98575033606764e-08,TRUE,"Up","Cyno","Malale","7"
"LIN28A",-0.168003514302594,0.631250504294243,FALSE,"None","Cyno","Malale","7"
"LIN28B",0.334405994184342,0.327894921578321,FALSE,"None","Cyno","Malale","7"
"LIN52",0.0577089359083446,0.733889342875116,FALSE,"None","Cyno","Malale","7"
"LIN54",-0.772737216821575,3.19729058111632e-05,FALSE,"None","Cyno","Malale","7"
"LIN7A",-0.24922422447252,0.464787799310476,FALSE,"None","Cyno","Malale","7"
"LIN7C",-0.340933545400893,0.121279951074776,FALSE,"None","Cyno","Malale","7"
"LIN9",-0.53286714879228,8.6706616557238e-05,FALSE,"None","Cyno","Malale","7"
"LINGO1",-0.356887262874726,0.297495834198503,FALSE,"None","Cyno","Malale","7"
"LINS1",0.787145528881734,7.90385497301828e-05,FALSE,"None","Cyno","Malale","7"
"LIPA",0.909475220561323,2.00560603266386e-05,FALSE,"None","Cyno","Malale","7"
"LIPC",0.745872600201283,9.62472426024703e-05,FALSE,"None","Cyno","Malale","7"
"LIPE",-0.128832051789294,0.482103719083406,FALSE,"None","Cyno","Malale","7"
"LIPF",-0.535273849249585,0.143313794358023,FALSE,"None","Cyno","Malale","7"
"LIPG",0.443680159577778,0.186699249418145,FALSE,"None","Cyno","Malale","7"
"LIPH",0.395797783384084,0.174598874139441,FALSE,"None","Cyno","Malale","7"
"LIPI",-0.204742832243015,0.556855205011812,FALSE,"None","Cyno","Malale","7"
"LIPK",-1.45057729885039,0.00107928096196416,FALSE,"None","Cyno","Malale","7"
"LIPM",1.73540157494139,0.00121332544446463,FALSE,"None","Cyno","Malale","7"
"LIPN",-1.23808508232247,0.000188658768138699,FALSE,"None","Cyno","Malale","7"
"LIPT1",-0.0372558991878615,0.901693243398983,FALSE,"None","Cyno","Malale","7"
"LIPT2",-0.1361025007055,0.631250504294243,FALSE,"None","Cyno","Malale","7"
"LITAF",1.56205758519139,2.31448182178074e-08,FALSE,"None","Cyno","Malale","7"
"LITAFD",-0.303454505218512,0.38032932616888,FALSE,"None","Cyno","Malale","7"
"LIX1",-0.803318311979378,0.0151662147421228,FALSE,"None","Cyno","Malale","7"
"LIX1L",0.0138491708702623,0.934029420518018,FALSE,"None","Cyno","Malale","7"
"LLGL1",0.0861971936831543,0.693154271067016,FALSE,"None","Cyno","Malale","7"
"LLGL2",0.442033439805215,0.0489967527125923,FALSE,"None","Cyno","Malale","7"
"LLPH",-0.772106990234218,0.00518556990748774,FALSE,"None","Cyno","Malale","7"
"LMAN1",-0.475739758032122,0.020266578908354,FALSE,"None","Cyno","Malale","7"
"LMAN2",0.518220037004536,0.000107042646081751,FALSE,"None","Cyno","Malale","7"
"LMAN2L",-0.102546179120272,0.440627451539104,FALSE,"None","Cyno","Malale","7"
"LMBR1",-0.31964785137963,0.263181016259497,FALSE,"None","Cyno","Malale","7"
"LMBR1L",0.656650922327419,2.1495260526609e-07,FALSE,"None","Cyno","Malale","7"
"LMBRD1",-0.343091083468709,0.155785851932096,FALSE,"None","Cyno","Malale","7"
"LMBRD2",-0.410326756146303,0.015442411308355,FALSE,"None","Cyno","Malale","7"
"LMCD1",-0.327019490975298,0.080272975175609,FALSE,"None","Cyno","Malale","7"
"LMF1",0.70446841869836,3.71874619661228e-05,FALSE,"None","Cyno","Malale","7"
"LMF2",0.92522603946015,7.64429645981497e-07,FALSE,"None","Cyno","Malale","7"
"LMLN",-0.356448380904983,0.294239336420562,FALSE,"None","Cyno","Malale","7"
"LMNA",-0.991738880476182,5.27918512006584e-05,FALSE,"None","Cyno","Malale","7"
"LMNB1",0.199303750658962,0.37861756077149,FALSE,"None","Cyno","Malale","7"
"LMNB2",0.156976877118333,0.510703219841171,FALSE,"None","Cyno","Malale","7"
"LMNTD1",-0.547398656441038,0.0782995753080587,FALSE,"None","Cyno","Malale","7"
"LMNTD2",0.802775499546357,0.0275073966202608,FALSE,"None","Cyno","Malale","7"
"LMO1",-0.0296514181387226,0.936674221797347,FALSE,"None","Cyno","Malale","7"
"LMO2",1.47107631528255,3.10331322740002e-10,FALSE,"None","Cyno","Malale","7"
"LMO4",0.00522038711045921,0.975066756601354,FALSE,"None","Cyno","Malale","7"
"LMO7",-0.417498621864106,0.0278552912952639,FALSE,"None","Cyno","Malale","7"
"LMOD1",-0.0202111708699597,0.956555381384408,FALSE,"None","Cyno","Malale","7"
"LMOD2",-0.409456922723091,0.213114273738753,FALSE,"None","Cyno","Malale","7"
"LMOD3",-0.459502750420943,0.128165387281242,FALSE,"None","Cyno","Malale","7"
"LMX1B",-0.114445261519472,0.739460542214334,FALSE,"None","Cyno","Malale","7"
"LNP1",-0.149294434548017,0.587044392849948,FALSE,"None","Cyno","Malale","7"
"LNPEP",0.187863482482912,0.331163970106205,FALSE,"None","Cyno","Malale","7"
"LNPK",-0.49263329856183,0.00320301169120271,FALSE,"None","Cyno","Malale","7"
"LNX1",-0.807876869013584,7.06849080637657e-05,FALSE,"None","Cyno","Malale","7"
"LNX2",-0.282321898169082,0.0738471281030753,FALSE,"None","Cyno","Malale","7"
"LONP2",-0.364604990652809,0.00504831677514658,FALSE,"None","Cyno","Malale","7"
"LONRF1",0.417189620832452,0.0262221078957825,FALSE,"None","Cyno","Malale","7"
"LONRF2",0.0679383594189953,0.857988198197215,FALSE,"None","Cyno","Malale","7"
"LONRF3",0.153485127363405,0.661208219592056,FALSE,"None","Cyno","Malale","7"
"LOXHD1",1.41632144263694,6.97359996423656e-06,FALSE,"None","Cyno","Malale","7"
"LOXL1",-0.644851311577302,0.0859961034963313,FALSE,"None","Cyno","Malale","7"
"LOXL2",0.210098613101041,0.483821537049857,FALSE,"None","Cyno","Malale","7"
"LOXL3",0.245384093761591,0.306666056487056,FALSE,"None","Cyno","Malale","7"
"LOXL4",-0.13084038830567,0.512626704959417,FALSE,"None","Cyno","Malale","7"
"LPAR1",-1.24911138606402,0.00185560525045432,FALSE,"None","Cyno","Malale","7"
"LPAR2",0.00467397367400187,0.990763949968238,FALSE,"None","Cyno","Malale","7"
"LPAR3",0.105801406000519,0.745097518276221,FALSE,"None","Cyno","Malale","7"
"LPAR5",-0.161620187684292,0.572522583979712,FALSE,"None","Cyno","Malale","7"
"LPCAT2",1.05389486775739,0.000974856030393272,FALSE,"None","Cyno","Malale","7"
"LPCAT3",0.0199454218225865,0.851882391475051,FALSE,"None","Cyno","Malale","7"
"LPCAT4",-0.575741342280046,0.0127973413496527,FALSE,"None","Cyno","Malale","7"
"LPGAT1",0.0125257270201296,0.953209091216398,FALSE,"None","Cyno","Malale","7"
"LPIN1",0.172513433367752,0.370428519275185,FALSE,"None","Cyno","Malale","7"
"LPIN2",0.695732143700734,0.00160385977790734,FALSE,"None","Cyno","Malale","7"
"LPIN3",0.102660967353994,0.759690357321827,FALSE,"None","Cyno","Malale","7"
"LPL",1.57711068962627,1.64637973648415e-05,FALSE,"None","Cyno","Malale","7"
"LPO",0.060351762747991,0.872192321929287,FALSE,"None","Cyno","Malale","7"
"LPP",0.383051486718146,0.132531071645802,FALSE,"None","Cyno","Malale","7"
"LPXN",-0.17531727210482,0.375732094976951,FALSE,"None","Cyno","Malale","7"
"LRATD1",0.0148902604812154,0.962990310003611,FALSE,"None","Cyno","Malale","7"
"LRATD2",1.83518795554024,2.51746752812085e-05,FALSE,"None","Cyno","Malale","7"
"LRBA",0.0536812238416374,0.823146278693078,FALSE,"None","Cyno","Malale","7"
"LRCH1",-0.382773507453151,0.0259704261189491,FALSE,"None","Cyno","Malale","7"
"LRCH3",-0.379126457505382,0.0238745042442239,FALSE,"None","Cyno","Malale","7"
"LRCH4",-0.0258173190639443,0.916210654862605,FALSE,"None","Cyno","Malale","7"
"LRFN1",0.675001614000568,0.00224761138474087,FALSE,"None","Cyno","Malale","7"
"LRFN2",-1.67934641538221,0.00251260858967328,FALSE,"None","Cyno","Malale","7"
"LRFN5",-0.724693000626682,0.0422403233023951,FALSE,"None","Cyno","Malale","7"
"LRG1",7.15780226017707,4.38241843556749e-05,TRUE,"Up","Cyno","Malale","7"
"LRIF1",-0.347726855672776,0.0464255093624428,FALSE,"None","Cyno","Malale","7"
"LRIG1",0.132979551369091,0.596833077950716,FALSE,"None","Cyno","Malale","7"
"LRIG2",0.114555871887013,0.579286744959842,FALSE,"None","Cyno","Malale","7"
"LRIT1",-0.0685700324082142,0.843547405252581,FALSE,"None","Cyno","Malale","7"
"LRIT3",-0.00858901671942837,0.982292372068725,FALSE,"None","Cyno","Malale","7"
"LRMDA",1.18453380351071,0.000122849677937856,FALSE,"None","Cyno","Malale","7"
"LRP1",1.46418844723302,9.02405105538574e-06,FALSE,"None","Cyno","Malale","7"
"LRP10",0.232364755267032,0.147156705540352,FALSE,"None","Cyno","Malale","7"
"LRP11",-0.168329745664538,0.423653388672155,FALSE,"None","Cyno","Malale","7"
"LRP12",0.0909594097799201,0.783573076166524,FALSE,"None","Cyno","Malale","7"
"LRP1B",-0.894980155656669,9.14946774154224e-05,FALSE,"None","Cyno","Malale","7"
"LRP2",-0.895079941308368,0.0380219351702947,FALSE,"None","Cyno","Malale","7"
"LRP4",-0.0446683144428352,0.885810774631954,FALSE,"None","Cyno","Malale","7"
"LRP6",0.492857858417146,0.0601319835816666,FALSE,"None","Cyno","Malale","7"
"LRP8",-0.236070869496376,0.0662170377197268,FALSE,"None","Cyno","Malale","7"
"LRPAP1",0.260201771853721,0.160838988587292,FALSE,"None","Cyno","Malale","7"
"LRPPRC",-0.120720054999863,0.498091978188626,FALSE,"None","Cyno","Malale","7"
"LRR1",0.115014471128625,0.637384152381249,FALSE,"None","Cyno","Malale","7"
"LRRC14",0.675092327027024,0.00359904680988968,FALSE,"None","Cyno","Malale","7"
"LRRC17",-0.252286072408392,0.435230197344855,FALSE,"None","Cyno","Malale","7"
"LRRC18",-0.826657136169002,1.02639779035324e-05,FALSE,"None","Cyno","Malale","7"
"LRRC19",-0.302314637593336,0.28110683402078,FALSE,"None","Cyno","Malale","7"
"LRRC20",-0.452681818175463,0.136410887240775,FALSE,"None","Cyno","Malale","7"
"LRRC23",-0.298010044773996,0.374478897945358,FALSE,"None","Cyno","Malale","7"
"LRRC25",1.31354862400003,2.57108463622006e-07,FALSE,"None","Cyno","Malale","7"
"LRRC27",-0.496239428417553,0.00806803551626931,FALSE,"None","Cyno","Malale","7"
"LRRC28",-0.242755774718313,0.337021998171487,FALSE,"None","Cyno","Malale","7"
"LRRC31",-0.833022155788802,0.0467057585025229,FALSE,"None","Cyno","Malale","7"
"LRRC32",-0.0301861751488552,0.935237908485838,FALSE,"None","Cyno","Malale","7"
"LRRC34",-0.471053261443493,0.00569715333288997,FALSE,"None","Cyno","Malale","7"
"LRRC36",-0.0671170023897822,0.836753251318288,FALSE,"None","Cyno","Malale","7"
"LRRC39",-0.543965307978025,0.00169532725426757,FALSE,"None","Cyno","Malale","7"
"LRRC3B",-0.0933737643140373,0.794479475515832,FALSE,"None","Cyno","Malale","7"
"LRRC4",-0.485474001938895,0.125102704116329,FALSE,"None","Cyno","Malale","7"
"LRRC40",-0.32832882287059,0.0768515164420817,FALSE,"None","Cyno","Malale","7"
"LRRC41",0.225258363592258,0.0906407222378261,FALSE,"None","Cyno","Malale","7"
"LRRC42",0.422091364987815,0.0177515829750228,FALSE,"None","Cyno","Malale","7"
"LRRC43",0.431088958250736,0.101425029698275,FALSE,"None","Cyno","Malale","7"
"LRRC45",0.456250228268157,0.0383984055618072,FALSE,"None","Cyno","Malale","7"
"LRRC46",0.0407730257597644,0.904712749335309,FALSE,"None","Cyno","Malale","7"
"LRRC47",0.434416804825828,0.000272581056725982,FALSE,"None","Cyno","Malale","7"
"LRRC49",-0.735477572840543,0.00070973813493496,FALSE,"None","Cyno","Malale","7"
"LRRC4C",-0.207870042096961,0.546455167978552,FALSE,"None","Cyno","Malale","7"
"LRRC56",0.493809490357099,0.00379828015796711,FALSE,"None","Cyno","Malale","7"
"LRRC57",-0.258644577988695,0.290623416935294,FALSE,"None","Cyno","Malale","7"
"LRRC58",0.0212328905107706,0.927545873775768,FALSE,"None","Cyno","Malale","7"
"LRRC61",0.448688365217244,0.031378234538179,FALSE,"None","Cyno","Malale","7"
"LRRC63",0.258570215755393,0.457593186223504,FALSE,"None","Cyno","Malale","7"
"LRRC66",-0.479705432889866,0.130826101461831,FALSE,"None","Cyno","Malale","7"
"LRRC7",-0.783198039426827,0.0313040777244562,FALSE,"None","Cyno","Malale","7"
"LRRC71",0.466859877423528,0.185395860934122,FALSE,"None","Cyno","Malale","7"
"LRRC72",-0.538207419855869,0.131856072219889,FALSE,"None","Cyno","Malale","7"
"LRRC74A",0.227759862992838,0.500884404922363,FALSE,"None","Cyno","Malale","7"
"LRRC75A",-0.218835238216945,0.500466319427911,FALSE,"None","Cyno","Malale","7"
"LRRC75B",0.20712129858405,0.548130039055522,FALSE,"None","Cyno","Malale","7"
"LRRC8B",0.287469498099604,0.165151270542628,FALSE,"None","Cyno","Malale","7"
"LRRC8C",-0.236582259021015,0.306212463260924,FALSE,"None","Cyno","Malale","7"
"LRRC8D",-0.199512940831228,0.316642949083284,FALSE,"None","Cyno","Malale","7"
"LRRC8E",-0.281116697143394,0.400608032688748,FALSE,"None","Cyno","Malale","7"
"LRRC9",-0.179677160042193,0.594214786946225,FALSE,"None","Cyno","Malale","7"
"LRRCC1",-0.850895531084696,0.000245044221137915,FALSE,"None","Cyno","Malale","7"
"LRRD1",-0.253153315236067,0.437720584027144,FALSE,"None","Cyno","Malale","7"
"LRRFIP2",-0.500660209253484,0.0013176781404164,FALSE,"None","Cyno","Malale","7"
"LRRIQ1",-1.0889275697029,0.00647952787063059,FALSE,"None","Cyno","Malale","7"
"LRRIQ3",-0.749738671742597,0.00260639574888895,FALSE,"None","Cyno","Malale","7"
"LRRIQ4",-0.330746349811963,0.285790567271977,FALSE,"None","Cyno","Malale","7"
"LRRK1",-0.0152104229945203,0.944073527206864,FALSE,"None","Cyno","Malale","7"
"LRRK2",0.146571949627279,0.664975527896202,FALSE,"None","Cyno","Malale","7"
"LRRN1",-0.196451907187368,0.490077611425562,FALSE,"None","Cyno","Malale","7"
"LRRN2",4.03303359300897,5.51246598018726e-13,TRUE,"Up","Cyno","Malale","7"
"LRRN4",0.0820636852558867,0.82749724237276,FALSE,"None","Cyno","Malale","7"
"LRRTM2",0.0486550976351387,0.898104317517142,FALSE,"None","Cyno","Malale","7"
"LRRTM3",-0.2566379243857,0.399824587776019,FALSE,"None","Cyno","Malale","7"
"LRRTM4",-0.773950120282664,0.00547248972693109,FALSE,"None","Cyno","Malale","7"
"LRSAM1",0.351937102831195,0.111882140137535,FALSE,"None","Cyno","Malale","7"
"LRWD1",0.368271104444879,0.0688205711445684,FALSE,"None","Cyno","Malale","7"
"LSAMP",-0.491933170182985,0.0649723400394456,FALSE,"None","Cyno","Malale","7"
"LSG1",-0.238652985035191,0.0459537935632029,FALSE,"None","Cyno","Malale","7"
"LSM10",0.919969062914411,4.94453109531372e-05,FALSE,"None","Cyno","Malale","7"
"LSM11",-0.154168799744224,0.451474035085368,FALSE,"None","Cyno","Malale","7"
"LSM12",-0.342963888790625,0.00455831651356794,FALSE,"None","Cyno","Malale","7"
"LSM14A",-0.201656048759115,0.0262180672685581,FALSE,"None","Cyno","Malale","7"
"LSM14B",-0.0474968449623319,0.812952536178087,FALSE,"None","Cyno","Malale","7"
"LSM2",1.10432485925941,2.45752767833623e-12,FALSE,"None","Cyno","Malale","7"
"LSM3",-0.22184515636816,0.319294592099236,FALSE,"None","Cyno","Malale","7"
"LSM4",0.46859880869087,0.00909514590834009,FALSE,"None","Cyno","Malale","7"
"LSM5",-0.277608255188659,0.336552520829025,FALSE,"None","Cyno","Malale","7"
"LSM6",-0.260455859897265,0.0643184818749584,FALSE,"None","Cyno","Malale","7"
"LSM7",0.230190398458959,0.223736550331408,FALSE,"None","Cyno","Malale","7"
"LSM8",-0.613029443280765,0.00284158921615442,FALSE,"None","Cyno","Malale","7"
"LSMEM1",0.0215137246760786,0.956555381384408,FALSE,"None","Cyno","Malale","7"
"LSMEM2",0.154510540626668,0.53119388677727,FALSE,"None","Cyno","Malale","7"
"LSP1",-0.485210364369987,0.0240091366912987,FALSE,"None","Cyno","Malale","7"
"LSR",0.262154970877588,0.0831331867014979,FALSE,"None","Cyno","Malale","7"
"LSS",0.534849000348551,0.0212752902490153,FALSE,"None","Cyno","Malale","7"
"LTA",0.227274267408099,0.189990980005888,FALSE,"None","Cyno","Malale","7"
"LTA4H",-0.177571330522964,0.528760079859957,FALSE,"None","Cyno","Malale","7"
"LTB",0.141023742622673,0.635337123579818,FALSE,"None","Cyno","Malale","7"
"LTBP1",0.0972787430105489,0.764342496267304,FALSE,"None","Cyno","Malale","7"
"LTBP2",0.685112247136686,0.0712993867409266,FALSE,"None","Cyno","Malale","7"
"LTBP3",0.127113348040784,0.650860034184607,FALSE,"None","Cyno","Malale","7"
"LTBR",1.7862608971812,9.07402961529473e-11,FALSE,"None","Cyno","Malale","7"
"LTF",1.81993750175686,8.06659588620942e-05,FALSE,"None","Cyno","Malale","7"
"LTK",0.128678652764956,0.724981228123268,FALSE,"None","Cyno","Malale","7"
"LTN1",-0.0939573155062175,0.65087171308259,FALSE,"None","Cyno","Malale","7"
"LTO1",0.248838921652366,0.265562991290322,FALSE,"None","Cyno","Malale","7"
"LTV1",-0.0312444095838613,0.894286419583493,FALSE,"None","Cyno","Malale","7"
"LUC7L",0.031381921092753,0.904784745100043,FALSE,"None","Cyno","Malale","7"
"LUC7L2",-0.221041025166934,0.0897578572541202,FALSE,"None","Cyno","Malale","7"
"LUC7L3",-0.577055778860262,0.0119393195872988,FALSE,"None","Cyno","Malale","7"
"LURAP1",-0.227340166573809,0.497203500421539,FALSE,"None","Cyno","Malale","7"
"LURAP1L",0.201837288696489,0.543004437723894,FALSE,"None","Cyno","Malale","7"
"LUZP1",-0.616894891480966,0.00036905403600696,FALSE,"None","Cyno","Malale","7"
"LUZP2",-0.407302988638799,0.223670494133795,FALSE,"None","Cyno","Malale","7"
"LVRN",-0.0200461047523192,0.958989320075816,FALSE,"None","Cyno","Malale","7"
"LXN",-0.0162906166654341,0.953469921678286,FALSE,"None","Cyno","Malale","7"
"LY6G5C",-1.51841647064927,0.00414274392796731,FALSE,"None","Cyno","Malale","7"
"LY6G6C",0.230521435625005,0.350039016630596,FALSE,"None","Cyno","Malale","7"
"LY6G6F",0.669838584781719,0.0823799892996022,FALSE,"None","Cyno","Malale","7"
"LY75",-0.0311821208145639,0.951119325859868,FALSE,"None","Cyno","Malale","7"
"LY9",-0.29069026265824,0.0973172747656233,FALSE,"None","Cyno","Malale","7"
"LY96",1.05127804875848,6.0473132548284e-05,FALSE,"None","Cyno","Malale","7"
"LYAR",-0.127744964344858,0.486252106559359,FALSE,"None","Cyno","Malale","7"
"LYG1",0.330527060241019,0.352527888929393,FALSE,"None","Cyno","Malale","7"
"LYG2",-0.179102527301078,0.534975446510511,FALSE,"None","Cyno","Malale","7"
"LYL1",-1.51500640879589,8.04405235567075e-05,FALSE,"None","Cyno","Malale","7"
"LYN",0.82128178318794,0.000100093114595012,FALSE,"None","Cyno","Malale","7"
"LYPD1",-0.200014133470755,0.546879539398414,FALSE,"None","Cyno","Malale","7"
"LYPD3",0.484827757088305,0.116131675801655,FALSE,"None","Cyno","Malale","7"
"LYPD5",0.0966199919319814,0.781628822638141,FALSE,"None","Cyno","Malale","7"
"LYPD6",-0.37893904039577,0.259033274072026,FALSE,"None","Cyno","Malale","7"
